evolution$generation,evolution$evaluated,numberofCamps,objective$MSTCattleNEC,evolution$samples,evolution$generated,proportionBigHerders,totalGPSeeno,sheepsTempCamp,MSTCattleNEC,cattlesTempCamp,minTransCattlesLiveWeight,meanTransSheepsLiveWeight,SatisfactionMeanTreesInBaldiol,numberofCamps,proportionMediumHerders,totalGPBaldiol,MSTCaangol,thresholdTreeSatisfaction,SheepNECSatifactionIndex,meanGrass,maxTransSheepsLiveWeight,meanFruitsConsumedSheep,goodShepherdPercentage,minTimePresence,meanSheepsGrassEaten,totalGPCaangol,sumMediumHerder,meanLeavesConsumedCattle,trajSatisfactionSangre,sumLargeHerder,transCattlesWeightGain,MSTSheepNEC,MSTTempsPasse,sumSmallHerder,MSTBaldiol,SatisfactionMeanTreesInSangre,totalTransCattles,MSTSeeno,totalGPSangre,meanCattlesNEC,transSheepsWeightGain,totalCattles,totalTreesOldes,totalSheeps,totalTransSheeps,meanSheepsLiveWeight,MSTTrees,totalGrass,totalTransFoyers,meanSheepsNEC,maxTransCattlesLiveWeight,meanCattlesLiveWeight,treesKilled,meanTransCattlesNEC,SatisfactionMeanTreesInSeeno,decreasingFactor,CattleNECSatifactionIndex,totalLocalFoyers,sheepsWeightGain,SatisfactionMeanTreesInCaangol,totalTrees,meanTransCattlesLiveWeight,meanTransSheepsNEC,totalTreesYoung,avgUBTpercamp,MSTTransSheepNEC,totalFoyers,MSTTransCattleNEC,minTransSheepsLiveWeight,MSTSangre,cattlesWeightGain,meanCattlesGrassEaten,meanLeavesConsumedSheep,meanFruitsConsumedCattle,trajSatisfactionSeeno,trajSatisfactionCaangol,trajSatisfactionBaldiol
2679,5322,82.07423175888383,-0.7637412607286989,7,0,"[46.0,46.0,46.0,46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0,108.0,108.0,108.0]","[89.0,60.0,64.0,80.0,38.0,98.0,11.0]","[0.8476270437472382,0.7959221588570757,0.6794792052326298,0.6331910159237883,0.7742726089382013,0.7637412607286989,0.007387739990479716]","[107.0,77.0,76.0,83.0,45.0,100.0,18.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[82.07423175888383,82.07423175888383,82.07423175888383,82.07423175888383,82.07423175888383,82.07423175888383,82.07423175888383]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[78.0,79.0,79.0,79.0,79.0,80.0,80.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[22143.17103210826,30944.846074022378,30025.694468163783,29800.59485673897,30123.833797818872,31450.7638360803,695.7780152727312]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3.800812866522566E-20,0.0,7.422762239720935E-30,1.5045390931512532E-20,0.0,3.3925336451925794E-20,3.5647775865465454E-14]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0,30.0,30.0,30.0]","[0.9257944528650415,0.9259930362309424,0.9258569870623157,0.926277846636249,0.9272415271330209,0.9265522748513296,0.6126037809916143]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[6.81286163583991E-18,0.0,1.6040090076476444E-17,8.928187847582993E-18,1.2357098594588512E-17,0.0,0.09283642032725699]","[0.0,2.0,2.0,2.0,2.0,2.0,367.0]","[104.0,107.0,107.0,112.0,103.0,105.0,97.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.42599583359636384,0.4403456993356459,0.3474601999259534,0.31757596829149576,0.4208417529287795,0.4651975217416018,0.18488919447823557]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[113.0,126.0,115.0,85.0,118.0,136.0,162.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[151.0,153.0,164.0,162.0,158.0,154.0,191.0]","[4.010498608432518,4.084283061776853,4.074945620156107,4.04815039605151,4.0916565153730735,4.073924919156777,1.5789775261406247]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4016.0,3972.0,3995.0,3981.0,4025.0,3983.0,4003.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[5677.0,5952.0,5809.0,5896.0,5621.0,5884.0,5759.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[36.31728288977477,37.956560940767346,38.15533939164099,36.98557704819461,38.57746957118721,40.398523971077566,33.36920141051852]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.171373747598527E7,1.6369823573157819E7,1.5883592373658646E7,1.5764514679214902E7,1.5935508079046203E7,1.6637454069286471E7,368066.5700792748]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.704338965760484,2.8689628186522196,2.7066144235686194,2.6447273717843203,2.7985048642073385,2.853320036896751,2.0781501221719205]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[344.1605813008775,347.41809762050303,347.0770728270625,346.05934659859,347.40095608571295,346.7722579596618,225.95753416143802]","[35327.0,36154.0,36108.0,35703.0,35084.0,36087.0,35020.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[217.0,233.0,222.0,197.0,221.0,241.0,259.0]","[0.00912864997366342,0.009505238743638574,0.010907627893600438,0.008475901969550871,0.009936061508086276,0.009188753434242278,-0.043423479342600164]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[4.5615199E7,4.5690251E7,4.5817068E7,4.5960681E7,4.5765842E7,4.5696249E7,5.2836305E7]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[217.0,233.0,222.0,197.0,221.0,241.0,259.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,5.47945205479452E-4,5.47945205479452E-4,5.47945205479452E-4,5.47945205479452E-4,5.47945205479452E-4,0.10054794520547945]","[0.21520782554151838,0.20148694966625713,0.20974249786728738,0.20620834313727454,0.19656352779698158,0.21327204545794837,-0.10645117642406625]","[6.354707718272371,6.3500693980782215,6.350190611071293,6.349738733452314,6.352817767248964,6.354359970490248,4.7371452149964]","[3.655490883150277E-20,0.0,1.223163598413229E-18,4.325253740675776E-19,0.0,5.842240573805166E-19,0.005444730330933182]","[1.8095311712563458E-19,0.0,3.2737388919572703E-18,4.107031074159421E-19,2.276720926632571E-28,0.0,9.687998081625369E-13]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]"
2679,5322,83.28190313273296,-0.5680714499753138,4,0,"[46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0]","[64.0,74.0,65.0,12.0]","[0.6650530177107813,0.4710898822398462,0.7705654042438894,0.015590002403268445]","[70.0,84.0,73.0,17.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0]","[83.28190313273296,83.28190313273296,83.28190313273296,83.28190313273296]","[0.0,0.0,0.0,0.0]","[80.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0]","[30489.93043738549,28854.36425036538,33588.301947727654,877.3623714080346]","[0.0,0.0,0.0,0.0]","[1.2591284762624924E-30,2.629548013662606E-30,6.135015830672679E-19,1.0927667467619089E-13]","[100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0]","[0.9259644403495397,0.9262762270926806,0.9274223615711935,0.5811196470396155]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[7.993231680302938E-19,3.50622745996921E-18,3.4753501845346984E-18,0.12748833896635814]","[2.0,2.0,2.0,2.0]","[103.0,107.0,107.0,101.0]","[0.0,0.0,0.0,0.0]","[0.36984352610764026,0.30537370824321075,0.4152860596293312,0.21222422494592647]","[0.0,0.0,0.0,0.0]","[136.0,121.0,97.0,127.0]","[1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0]","[164.0,169.0,157.0,178.0]","[4.101798297646826,4.085983880195655,4.126394021990678,1.4483247304013314]","[0.0,0.0,0.0,0.0]","[4089.0,4053.0,4089.0,4093.0]","[0.0,0.0,0.0,0.0]","[5674.0,5899.0,5674.0,5649.0]","[0.0,0.0,0.0,0.0]","[38.05899475858474,35.92182210833843,37.94597209730697,32.76424590445569]","[0.0,0.0,0.0,0.0]","[1.6129173201376904E7,1.5263958688443288E7,1.7768211730347924E7,464124.69447485066]","[0.0,0.0,0.0,0.0]","[2.813912955958355,2.5553427265955606,2.775811353107009,2.079085641738505]","[0.0,0.0,0.0,0.0]","[348.3433999858102,347.8130399579045,349.5942378089521,217.91387348716205]","[35643.0,36088.0,35592.0,34769.0]","[0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0]","[239.0,228.0,204.0,228.0]","[0.011478905038216955,0.009760943447374265,0.009769983061642324,-0.046217453800457435]","[100.0,100.0,100.0,100.0]","[4.5922169E7,4.6076195E7,4.5714117E7,5.2218841E7]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0]","[239.0,228.0,204.0,228.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[5.47945205479452E-4,5.47945205479452E-4,5.47945205479452E-4,5.47945205479452E-4]","[0.21619807729651183,0.2154255564032932,0.2112432223350178,-0.13570255680562085]","[6.354692607728821,6.352530814531235,6.35810428042398,4.541370212338141]","[7.826653445664546E-20,1.5056171770183697E-19,6.489030562333787E-19,0.01588737458415241]","[4.4988900939905505E-20,3.0328819901459844E-29,2.3499377535093138E-29,2.217718154172868E-12]","[3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0]"
2679,5322,95.54283268760418,-0.314677689783105,4,380,"[46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0]","[103.0,23.0,3.0,76.0]","[0.7640175069629966,0.014429223744292237,0.011614370638407858,0.6149261558219178]","[121.0,33.0,10.0,115.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0]","[95.54283268760418,95.54283268760418,95.54283268760418,95.54283268760418]","[0.0,0.0,0.0,0.0]","[79.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0]","[28787.074399551446,427.7437271263479,669.8388589298216,27709.6499915512]","[0.0,0.0,0.0,0.0]","[2.6825049470398583E-20,7.001961581318641E-14,5.6137170513732386E-14,1.654440344631289E-21]","[100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0]","[0.9268951447668338,0.5033245846246831,0.44367329458676535,0.9259553553217215]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[2.864425148883972E-20,0.10248874913548525,0.07240330574442792,5.9733117787918165E-18]","[2.0,367.0,367.0,2.0]","[123.0,118.0,117.0,126.0]","[0.0,0.0,0.0,0.0]","[0.3728789859603251,0.1916643048338844,0.18636133367795296,0.3299208047945206]","[0.0,0.0,0.0,0.0]","[118.0,143.0,148.0,130.0]","[1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0]","[156.0,185.0,195.0,168.0]","[4.107850169868432,1.5684828356877307,1.4267660453207118,4.0961329245406635]","[0.0,0.0,0.0,0.0]","[4615.0,4681.0,4712.0,4663.0]","[0.0,0.0,0.0,0.0]","[6984.0,6572.0,6378.0,6684.0]","[0.0,0.0,0.0,0.0]","[37.66094965864298,34.13903405464886,33.68640380637799,36.80358868179452]","[0.0,0.0,0.0,0.0]","[1.5228362357362717E7,226276.43164983785,354344.75637387624,1.4658404845530577E7]","[0.0,0.0,0.0,0.0]","[2.863869232287708,2.279116358985695,2.1346324740956826,2.731964683735427]","[0.0,0.0,0.0,0.0]","[348.78281495771296,224.26293278119493,219.35219063443037,347.5886286799803]","[42389.0,39709.0,39796.0,41238.0]","[0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0]","[241.0,261.0,265.0,256.0]","[0.01022247965323549,-0.058134152151147214,-0.07153352231257383,0.008600837835598781]","[100.0,100.0,100.0,100.0]","[4.577084E7,5.3843431E7,5.4039724E7,4.6019705E7]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0]","[241.0,261.0,265.0,256.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[5.47945205479452E-4,0.10054794520547945,0.10054794520547945,5.47945205479452E-4]","[0.2110778498055132,-0.23599820677455163,-0.18401976166349182,0.2230321340597521]","[6.355688243218092,4.013404913585436,4.3582211458810916,6.354579561865727]","[4.638818206504153E-19,0.011123075105701073,0.007626771475240404,3.1120906876304195E-20]","[2.8340041938865723E-18,9.50301851423354E-13,1.3140539240207562E-12,7.886872787582019E-20]","[3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0]"
2679,5322,108.39977542137916,-0.015594808940158616,3,0,"[46.0,46.0,46.0]","[108.0,108.0,108.0]","[25.0,22.0,3.0]","[0.016802061954083337,0.015594808940158616,0.0018072407045009785]","[30.0,37.0,5.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[40.0,40.0,40.0]","[108.39977542137916,108.39977542137916,108.39977542137916]","[0.0,0.0,0.0]","[80.0,80.0,80.0]","[0.0,0.0,0.0]","[0.5,0.5,0.5]","[3.0,3.0,3.0]","[485.06756884450067,378.11847089265825,699.0413473579463]","[0.0,0.0,0.0]","[3.197026377931199E-5,4.5085679080805467E-14,1.9070056369422293E-13]","[100.0,100.0,100.0]","[30.0,30.0,30.0]","[0.45018020424264243,0.4946459042678084,0.4802066746971357]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.07873706021799352,0.0918639376132525,0.0648847129727888]","[367.0,367.0,367.0]","[137.0,137.0,135.0]","[0.0,0.0,0.0]","[0.18557968593384563,0.17935832732516221,0.1775606653620352]","[0.0,0.0,0.0]","[150.0,167.0,145.0]","[1.0,1.0,1.0]","[55.0,55.0,55.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]","[193.0,191.0,190.0]","[1.470310432712257,1.6815171061994496,1.5268375090880353]","[0.0,0.0,0.0]","[5290.0,5269.0,5301.0]","[0.0,0.0,0.0]","[7587.0,7718.0,7518.0]","[0.0,0.0,0.0]","[32.96561079500771,34.571208189671545,33.87166260345008]","[0.0,0.0,0.0]","[256600.7439187412,200024.67110221626,369792.872752354]","[0.0,0.0,0.0]","[2.113085911202315,2.258771541287751,2.225548785607821]","[0.0,0.0,0.0]","[220.36118506437614,229.34642427128531,222.7940221030743]","[45802.0,46306.0,45825.0]","[0.0,0.0,0.0]","[20.0,20.0,20.0]","[10.0,10.0,10.0]","[3.0,3.0,3.0]","[287.0,304.0,280.0]","[-0.06478379378034746,-0.061882726160050625,-0.06103844456875552]","[100.0,100.0,100.0]","[5.3938201E7,5.4301172E7,5.4385717E7]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[60.0,60.0,60.0]","[0.0,0.0,0.0]","[287.0,304.0,280.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.10054794520547945,0.10054794520547945,0.10054794520547945]","[-0.28952432513672577,-0.3156816311177297,-0.2582309295080063]","[3.632199994039226,3.5059329997849713,3.9107570204494797]","[0.022332115704063828,0.00581995090729793,0.016822799504215714]","[0.0014361993096293428,4.3436051213728186E-4,4.295599894822231E-13]","[3650.0,3650.0,3650.0]","[0.0,0.0,0.0]","[3650.0,3650.0,3650.0]"
2679,5322,93.38339345388695,-0.01136450797668109,4,0,"[46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0]","[88.0,24.0,17.0,12.0]","[0.7283726439386137,0.012471313754233432,0.010257702199128747,0.009847679411163362]","[95.0,34.0,32.0,13.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0]","[93.38339345388695,93.38339345388695,93.38339345388695,93.38339345388695]","[0.0,0.0,0.0,0.0]","[79.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0]","[27501.245076246185,827.8267785790975,541.0733279388196,575.5745067560534]","[0.0,0.0,0.0,0.0]","[0.0,3.7190794283489833E-13,1.8962850170194298E-13,2.499441857631828E-13]","[100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0]","[0.9256390938702388,0.5381516688306265,0.5800787697051621,0.5086012013792909]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[4.702426370514087E-18,0.06959945666428227,0.09333846226040678,0.06166551474601267]","[2.0,367.0,367.0,367.0]","[118.0,120.0,118.0,116.0]","[0.0,0.0,0.0,0.0]","[0.3717035740035019,0.19467118232826164,0.19510208366136567,0.18546207319566552]","[0.0,0.0,0.0,0.0]","[148.0,151.0,143.0,152.0]","[1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0]","[163.0,182.0,191.0,189.0]","[4.09235538576399,1.60379488861241,1.51727123558458,1.655414043269019]","[0.0,0.0,0.0,0.0]","[4533.0,4531.0,4538.0,4527.0]","[0.0,0.0,0.0,0.0]","[6687.0,6700.0,6656.0,6725.0]","[0.0,0.0,0.0,0.0]","[36.7281949711728,34.02093906486054,32.29358556369702,34.22673768072312]","[0.0,0.0,0.0,0.0]","[1.4548158645334244E7,437920.3658683427,286227.7904796354,304478.9140739509]","[0.0,0.0,0.0,0.0]","[2.6894031535026013,2.2633020220518754,1.9503880436059804,2.2674760962297347]","[0.0,0.0,0.0,0.0]","[347.73772595301745,228.01469244793634,222.72262801498235,229.08212835051827]","[40912.0,40216.0,40201.0,40129.0]","[0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0]","[266.0,271.0,261.0,268.0]","[0.008727879133156096,-0.05067381334335116,-0.048010751826306076,-0.05668233203877966]","[100.0,100.0,100.0,100.0]","[4.5846633E7,5.2626318E7,5.208212E7,5.3086743E7]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0]","[266.0,271.0,261.0,268.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[5.47945205479452E-4,0.10054794520547945,0.10054794520547945,0.10054794520547945]","[0.2023967358603042,-0.2768097311864589,-0.1531293663610273,-0.2112795144928686]","[6.3551679957148055,3.725418990462149,4.456753754629786,4.149591348212084]","[0.0,0.02308400262612535,0.017790023555348165,0.015036621748452442]","[3.3573805536594353E-29,5.931489926823379E-13,1.052764819929079E-12,5.438488022740948E-13]","[3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0]"
2679,5322,68.80627582614953,-0.7094208885989708,5,0,"[46.0,46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0,107.0]","[52.0,57.0,65.0,11.0,40.0]","[0.8926553672316384,0.5463403101314234,0.7094208885989708,0.023445240968131168,0.740083633741889]","[59.0,61.0,73.0,18.0,39.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0]","[68.80627582614953,68.80627582614953,68.80627582614953,68.80627582614953,68.80627582614953]","[0.0,0.0,0.0,0.0,0.0]","[79.0,80.0,80.0,80.0,78.0]","[0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0]","[29723.108456871923,32949.308786701404,30654.661698950382,891.8346444016419,32742.983213656124]","[0.0,0.0,0.0,0.0,0.0]","[4.950726850548524E-21,0.0,0.0,1.3470753103266827E-11,0.0]","[100.0,100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0,30.0]","[0.9243188867664716,0.92530612555105,0.9252440501093353,0.8034916291785833,0.9247662276681904]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[3.7872315402481215E-31,1.5506665892112609E-18,4.949025429285048E-19,0.1887050830597202,3.905605569649531E-20]","[0.0,2.0,2.0,2.0,2.0]","[87.0,86.0,85.0,86.0,87.0]","[0.0,0.0,0.0,0.0,0.0]","[0.555766581533937,0.2826660176621932,0.4057853156483293,0.21328270281780112,0.4621672674837779]","[0.0,0.0,0.0,0.0,0.0]","[90.0,111.0,104.0,107.0,103.0]","[1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0]","[138.0,158.0,162.0,169.0,154.0]","[4.097435505801947,4.0865947432692,4.020092370265521,1.5667087480278408,4.075896942988675]","[0.0,0.0,0.0,0.0,0.0]","[3396.0,3379.0,3361.0,3369.0,3372.0]","[0.0,0.0,0.0,0.0,0.0]","[4577.0,4683.0,4796.0,4746.0,4727.0]","[0.0,0.0,0.0,0.0,0.0]","[39.717757039533254,35.76001192062758,39.15581113577601,33.21738127080081,40.661327786875]","[0.0,0.0,0.0,0.0,0.0]","[1.5723524373685237E7,1.7430184348165054E7,1.621631603874472E7,471780.5268884685,1.732103812002408E7]","[0.0,0.0,0.0,0.0,0.0]","[2.9132633555310514,2.4177495958168302,2.91617591191761,2.0737399016932714,3.091672576546475]","[0.0,0.0,0.0,0.0,0.0]","[347.6291474316398,346.4789164452671,345.22948806946084,225.95172905659496,346.290787679289]","[28882.0,29299.0,29651.0,28915.0,29475.0]","[0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0]","[177.0,197.0,189.0,193.0,190.0]","[0.010837629990753526,0.008274006241355882,0.011531895530887423,-0.010995481969114249,0.010944823302413684]","[100.0,100.0,100.0,100.0,100.0]","[4.5450527E7,4.5813781E7,4.5700103E7,4.8674147E7,4.5577609E7]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0]","[177.0,197.0,189.0,193.0,190.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,5.47945205479452E-4,5.47945205479452E-4,5.47945205479452E-4,5.47945205479452E-4]","[0.21029710184644282,0.20967743367890987,0.2256432405649165,-0.04374132461429742,0.20049442373133936]","[6.347577229108807,6.352119284097708,6.350815243200459,5.0178402966983935,6.3479601242289085]","[1.6422792578136723E-18,0.0,0.0,0.006136998790633675,0.0]","[4.435659478601108E-18,9.942256499490747E-19,2.6346439898325E-20,7.423301083118041E-4,3.879752688302879E-18]","[3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0]"
