evolution$generation,evolution$evaluated,goodShepherdPercentage,proportionMediumHerders,numberofCamps,objective$MSTCattleNEC,objective$totalTrees,evolution$samples,evolution$generated,proportionBigHerders,totalGPSeeno,sheepsTempCamp,MSTCattleNEC,cattlesTempCamp,minTransCattlesLiveWeight,meanTransSheepsLiveWeight,SatisfactionMeanTreesInBaldiol,numberofCamps,proportionMediumHerders,totalGPBaldiol,MSTCaangol,thresholdTreeSatisfaction,SheepNECSatifactionIndex,meanGrass,maxTransSheepsLiveWeight,meanFruitsConsumedSheep,goodShepherdPercentage,minTimePresence,meanSheepsGrassEaten,totalGPCaangol,sumMediumHerder,meanLeavesConsumedCattle,trajSatisfactionSangre,sumLargeHerder,transCattlesWeightGain,MSTSheepNEC,MSTTempsPasse,sumSmallHerder,MSTBaldiol,SatisfactionMeanTreesInSangre,totalTransCattles,MSTSeeno,totalGPSangre,meanCattlesNEC,transSheepsWeightGain,totalCattles,totalTreesOldes,totalSheeps,totalTransSheeps,meanSheepsLiveWeight,MSTTrees,totalGrass,totalTransFoyers,meanSheepsNEC,maxTransCattlesLiveWeight,meanCattlesLiveWeight,treesKilled,meanTransCattlesNEC,SatisfactionMeanTreesInSeeno,decreasingFactor,CattleNECSatifactionIndex,totalLocalFoyers,sheepsWeightGain,SatisfactionMeanTreesInCaangol,totalTrees,meanTransCattlesLiveWeight,meanTransSheepsNEC,totalTreesYoung,avgUBTpercamp,MSTTransSheepNEC,totalFoyers,MSTTransCattleNEC,minTransSheepsLiveWeight,MSTSangre,cattlesWeightGain,meanCattlesGrassEaten,meanLeavesConsumedSheep,meanFruitsConsumedCattle,trajSatisfactionSeeno,trajSatisfactionCaangol,trajSatisfactionBaldiol
910,2819,23.216629290442324,7.6528130179585645,110.0,-0.9137899543378996,-2.4126512E7,1,175,"[46.0]","[100.0]","[0.0]","[0.9137899543378996]","[0.0]","[0.0]","[0.0]","[40.0]","[110.0]","[7.6528130179585645]","[266.0]","[0.0]","[0.5]","[3.0]","[18530.881313150196]","[0.0]","[0.18481095839181466]","[23.216629290442324]","[30.0]","[0.8023317215400282]","[0.0]","[16.0]","[3.0051237826042843]","[2.0]","[140.0]","[0.0]","[0.912133072407045]","[0.0]","[138.0]","[1.0]","[55.0]","[0.0]","[1.0]","[42.0]","[3.9259529681820204]","[0.0]","[5319.0]","[0.0]","[8006.0]","[0.0]","[58.80588984256515]","[0.0]","[9802836.214656457]","[0.0]","[4.471155908356431]","[0.0]","[340.5694086854352]","[426020.0]","[0.0]","[20.0]","[10.0]","[3.0]","[294.0]","[0.009663925162638795]","[100.0]","[2.4126512E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[294.0]","[0.0]","[0.0]","[5.47945205479452E-4]","[0.16140998098972964]","[5.616315381156148]","[0.6768919925888857]","[0.2096022855132351]","[3650.0]","[0.0]","[3650.0]"
910,2819,40.94066407148544,2.92479652562668,103.4668436125923,-0.8953443617575959,-2.7752445E7,1,643,"[46.0]","[105.0]","[0.0]","[0.8953443617575959]","[0.0]","[0.0]","[0.0]","[40.0]","[103.4668436125923]","[2.92479652562668]","[263.0]","[0.0]","[0.5]","[3.0]","[18075.664669918046]","[0.0]","[0.2529311455066043]","[40.94066407148544]","[30.0]","[0.8007940663304336]","[0.0]","[4.0]","[2.685315142350673]","[0.0]","[127.0]","[0.0]","[0.9890572119258663]","[0.0]","[158.0]","[1.0]","[55.0]","[0.0]","[1.0]","[30.0]","[3.8684028224966074]","[0.0]","[5058.0]","[0.0]","[7187.0]","[0.0]","[64.05764035487421]","[0.0]","[9562026.610386651]","[0.0]","[4.813900681374979]","[0.0]","[336.4762346816975]","[410312.0]","[0.0]","[20.0]","[10.0]","[3.0]","[289.0]","[0.011119295416631083]","[100.0]","[2.7752445E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[289.0]","[0.0]","[0.0]","[0.0]","[0.1767757059378656]","[5.60677547214352]","[0.5771722861453864]","[0.7679804740111881]","[3650.0]","[0.0]","[3650.0]"
910,2819,28.033996730401057,7.507394147430693,109.37305354445981,-0.9005159797793701,-2.23286465E7,4,508,"[46.0,46.0,46.0,46.0]","[98.0,101.0,102.0,101.0]","[0.0,0.0,0.0,0.0]","[0.8987007197585326,0.9023312398002077,0.6258935549068043,0.9167466980900476]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0]","[109.37305354445981,109.37305354445981,109.37305354445981,109.37305354445981]","[7.507394147430693,7.507394147430693,7.507394147430693,7.507394147430693]","[265.0,264.0,262.0,258.0]","[0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0]","[17125.09632820461,25400.069113500907,185.99817482194126,41235.874026200756]","[0.0,0.0,0.0,0.0]","[0.18625414522017164,0.06512261590042985,1.504261674630148,1.4230112957195086E-17]","[28.033996730401057,28.033996730401057,28.033996730401057,28.033996730401057]","[30.0,30.0,30.0,30.0]","[0.6928559001249515,0.7987017782418547,0.4007514136986321,0.9235969159512829]","[0.0,0.0,0.0,0.0]","[21.0,20.0,26.0,15.0]","[4.227796446337281,2.570004269531096,6.84340104055246,9.366672072083162E-17]","[0.0,367.0,367.0,0.0]","[139.0,137.0,135.0,133.0]","[0.0,0.0,0.0,0.0]","[0.8997018806593917,0.9385134266356757,0.8601688749157872,0.8586753080964306]","[0.0,0.0,0.0,0.0]","[135.0,120.0,144.0,131.0]","[1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0]","[39.0,47.0,58.0,25.0]","[3.9489255303565907,4.038541396194034,2.577185581435148,4.136008230452695]","[0.0,0.0,0.0,0.0]","[5317.0,5300.0,5320.0,5336.0]","[0.0,0.0,0.0,0.0]","[7783.0,7889.0,7764.0,7664.0]","[0.0,0.0,0.0,0.0]","[55.23475305680609,63.245168709732134,47.99122545450315,60.00380494773412]","[0.0,0.0,0.0,0.0]","[9059175.95762025,1.3436636561041972E7,98393.03448080645,2.1813777359860223E7]","[0.0,0.0,0.0,0.0]","[4.188929748987011,4.588570499966119,3.6272596552374043,4.423125004100358]","[0.0,0.0,0.0,0.0]","[341.4910754627571,345.59390985383055,270.2085689667356,350.00000000000006]","[459189.0,401489.0,677816.0,225388.0]","[0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0]","[295.0,277.0,305.0,279.0]","[-0.003667063331878796,0.007687808044511658,-0.03478519705191532,0.014564595710157916]","[100.0,100.0,100.0,100.0]","[2.6883258E7,1.7774035E7,4.9689075E7,9759649.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0]","[295.0,277.0,305.0,279.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.10054794520547945,0.10054794520547945,0.0]","[0.06450904089244042,0.13335293486727934,-0.19757120727912325,0.23270862965212424]","[4.872585573181395,5.324197026934775,2.8835827705007815,6.343351542929299]","[1.434710126121702,0.543605050766393,1.4370497508401918,5.253410049878238E-17]","[0.5608222549920003,0.5383653982249175,6.08434341031724,1.7706675834046343E-17]","[3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0]"
910,2819,10.771924480800468,19.624670070090787,110.0,-0.7176141165544462,-4.7985107E7,1,733,"[46.0]","[105.0]","[0.0]","[0.7176141165544462]","[0.0]","[0.0]","[0.0]","[40.0]","[110.0]","[19.624670070090787]","[261.0]","[0.0]","[0.5]","[3.0]","[446.3210489444149]","[0.0]","[0.8971677952454017]","[10.771924480800468]","[30.0]","[0.3785227975594298]","[0.0]","[53.0]","[5.976173614698927]","[367.0]","[139.0]","[0.0]","[0.9056856280473647]","[0.0]","[103.0]","[1.0]","[55.0]","[0.0]","[1.0]","[52.0]","[2.6712885235374926]","[0.0]","[5289.0]","[0.0]","[8193.0]","[0.0]","[47.73069545933218]","[0.0]","[236103.83489159527]","[0.0]","[3.7940633452127743]","[0.0]","[277.53409860144745]","[709956.0]","[0.0]","[20.0]","[10.0]","[3.0]","[295.0]","[-0.032907310605024054]","[100.0]","[4.7985107E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[295.0]","[0.0]","[0.0]","[0.10054794520547945]","[-0.2467309499665628]","[2.6085350604261666]","[1.4693132508043552]","[3.930690499183397]","[3650.0]","[0.0]","[3650.0]"
910,2819,55.350141706253744,10.342925162987369,96.575829202595,-0.9380788094030102,-1.5446032E7,5,0,"[46.0,46.0,46.0,46.0,46.0]","[97.0,100.0,97.0,100.0,99.0]","[0.0,0.0,0.0,0.0,0.0]","[0.9367778202259456,0.9452375766607439,0.9467475538160469,0.9380788094030102,0.931357064985543]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0]","[96.575829202595,96.575829202595,96.575829202595,96.575829202595,96.575829202595]","[10.342925162987369,10.342925162987369,10.342925162987369,10.342925162987369,10.342925162987369]","[264.0,259.0,252.0,253.0,231.0]","[0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0]","[38161.35800855185,41879.684152155525,34116.596830053684,27424.11620852242,27617.388316824065]","[0.0,0.0,0.0,0.0,0.0]","[1.5941210282060623E-17,1.9696006796697338E-18,0.028426686609034038,0.089353805510805,1.627848469220077E-5]","[55.350141706253744,55.350141706253744,55.350141706253744,55.350141706253744,55.350141706253744]","[30.0,30.0,30.0,30.0,30.0]","[0.921244999735736,0.9213801092257494,0.904565305081294,0.8391953854631865,0.8013467713696697]","[0.0,0.0,0.0,0.0,0.0]","[34.0,19.0,19.0,31.0,33.0]","[9.947533134108198E-17,7.463611982056392E-17,0.7096001586559201,2.9491461250638453,3.2370844099366862]","[0.0,0.0,0.0,0.0,0.0]","[123.0,117.0,122.0,122.0,119.0]","[0.0,0.0,0.0,0.0,0.0]","[0.991851770998199,0.991603140941136,0.9961945764607213,0.983248210158408,0.9317239417926719]","[0.0,0.0,0.0,0.0,0.0]","[94.0,103.0,104.0,90.0,137.0]","[1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0]","[32.0,19.0,23.0,22.0,3.0]","[4.103954589244186,4.135693769362506,3.9905619343283942,3.9699086747566334,3.981278482301233]","[0.0,0.0,0.0,0.0,0.0]","[4663.0,4741.0,4699.0,4662.0,4652.0]","[0.0,0.0,0.0,0.0,0.0]","[7072.0,6584.0,6847.0,7078.0,7140.0]","[0.0,0.0,0.0,0.0,0.0]","[65.34781983890363,68.30108019442697,68.43374243600906,63.231656182607594,61.331741914946576]","[0.0,0.0,0.0,0.0,0.0]","[2.0187358386523917E7,2.2154352916490298E7,1.8047679723098405E7,1.4507357474308353E7,1.4609598419599917E7]","[0.0,0.0,0.0,0.0,0.0]","[4.817755938580286,4.926617716505839,4.897438783112663,4.756943798083808,4.5120451655820535]","[0.0,0.0,0.0,0.0,0.0]","[348.74105211626016,349.98255197376875,343.40780712407616,341.8955533767514,341.31143397650527]","[197256.0,189714.0,181449.0,254295.0,228403.0]","[0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0]","[251.0,239.0,245.0,243.0,289.0]","[0.017303112347123152,0.017943238714122532,0.018805791493827245,0.012100903010588847,0.013399952998786076]","[100.0,100.0,100.0,100.0,100.0]","[1.1512001E7,1.0351401E7,1.5446032E7,1.8245202E7,1.7659839E7]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0]","[251.0,239.0,245.0,243.0,289.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.22491976240869635,0.2311043644238705,0.22933737230229354,0.15524234626345249,0.16761517576864746]","[6.339443614326957,6.340173546965758,6.177556319745186,5.514866369353511,5.59187905120732]","[8.66944164434004E-17,3.7162276974900634E-18,0.12702658770332112,0.6061209715234716,1.3251377897726135]","[6.025402399283124E-17,7.91150525190354E-18,0.45326012965462653,0.6059869898106116,0.10973931908232293]","[3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0]"
910,2819,64.66206440238376,9.581205281078022,106.14604914687483,-0.8358431127571282,-4.3602221E7,1,540,"[46.0]","[104.0]","[0.0]","[0.8358431127571282]","[0.0]","[0.0]","[0.0]","[40.0]","[106.14604914687483]","[9.581205281078022]","[263.0]","[0.0]","[0.5]","[3.0]","[220.12898887674078]","[0.0]","[0.7867159018069126]","[64.66206440238376]","[30.0]","[0.38724230522451375]","[0.0]","[29.0]","[11.420032945799383]","[367.0]","[129.0]","[0.0]","[0.9393770916068002]","[0.0]","[149.0]","[1.0]","[55.0]","[0.0]","[1.0]","[52.0]","[3.2339020172613098]","[0.0]","[5155.0]","[0.0]","[7586.0]","[0.0]","[55.73576989976478]","[0.0]","[116448.23511579557]","[0.0]","[4.339221022686737]","[0.0]","[307.07834203283625]","[407866.0]","[0.0]","[20.0]","[10.0]","[3.0]","[307.0]","[-0.022364226979715206]","[100.0]","[4.3602221E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[307.0]","[0.0]","[0.0]","[0.10054794520547945]","[-0.08009742061107976]","[2.8423247743957627]","[2.8480185470891954]","[2.696874845216097]","[3650.0]","[0.0]","[3650.0]"
910,2819,66.30975412525395,14.236294832538604,103.48744035911497,-0.9130573158626167,-2.08166095E7,4,0,"[46.0,46.0,46.0,46.0]","[108.0,105.0,104.0,101.0]","[0.0,0.0,0.0,0.0]","[0.5681176663210172,0.9091612070676991,0.9169534246575343,0.9177822638788753]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0]","[103.48744035911497,103.48744035911497,103.48744035911497,103.48744035911497]","[14.236294832538604,14.236294832538604,14.236294832538604,14.236294832538604]","[272.0,266.0,262.0,267.0]","[0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0]","[187.66690156796093,20818.654126914862,23861.10499440187,31916.636383990102]","[0.0,0.0,0.0,0.0]","[1.973532635898321,0.009223458988551576,0.1396419414871912,6.944023336688511E-8]","[66.30975412525395,66.30975412525395,66.30975412525395,66.30975412525395]","[30.0,30.0,30.0,30.0]","[0.43281844548640735,0.8526993265686552,0.7884761048790647,0.910032144137849]","[0.0,0.0,0.0,0.0]","[26.0,54.0,19.0,47.0]","[9.0546868320654,0.8336872426481898,4.177272731938182,0.7337496399319664]","[367.0,0.0,0.0,0.0]","[135.0,130.0,130.0,122.0]","[0.0,0.0,0.0,0.0]","[0.8889592315668831,0.9516726225928132,0.9313304109589041,0.970394616678683]","[0.0,0.0,0.0,0.0]","[90.0,92.0,101.0,116.0]","[1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0]","[58.0,34.0,26.0,39.0]","[2.103525841991887,4.0776487137349156,3.9748509322853804,4.086034358445054]","[0.0,0.0,0.0,0.0]","[4992.0,4970.0,5025.0,5026.0]","[0.0,0.0,0.0,0.0]","[7607.0,7745.0,7401.0,7395.0]","[0.0,0.0,0.0,0.0]","[49.56926640025951,61.59230136781743,61.55780702019835,63.4283089658881]","[0.0,0.0,0.0,0.0]","[99275.79092945144,1.1013068033137947E7,1.2622524542038575E7,1.688390064713077E7]","[0.0,0.0,0.0,0.0]","[3.6633956149621585,4.555726922076738,4.573403927281434,4.7927883766623465]","[0.0,0.0,0.0,0.0]","[250.07342912871363,347.1439296987819,341.3074818673808,347.5032951369149]","[354097.0,268293.0,240753.0,212858.0]","[0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0]","[251.0,276.0,250.0,285.0]","[-0.02017248519680493,0.011293685261204538,0.010100882866865588,0.01650077191036505]","[100.0,100.0,100.0,100.0]","[4.7158205E7,2.3027836E7,1.8605383E7,1.3377895E7]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0]","[251.0,276.0,250.0,285.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.10054794520547945,0.0,0.0,0.0]","[-0.13362797578529312,0.1857659301372011,0.14937991630173053,0.2286325713565913]","[2.8784498320251664,5.983424931520875,5.387849080931233,6.305782028388539]","[2.1431340651614548,0.36698732981914517,1.451349688614735,0.19182312494111384]","[7.503495798699872,0.20988818793734737,1.1164320094195936,3.9956302302703775E-8]","[3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0]"
910,2819,35.65587249519904,5.569887884372754,85.6675097817201,-0.9516366885050626,-1.1693597E7,5,70,"[46.0,46.0,46.0,46.0,46.0]","[93.0,91.0,91.0,93.0,95.0]","[0.0,0.0,0.0,0.0,0.0]","[0.9594627290517702,0.9516366885050626,0.9631783279071197,0.9499710592321049,0.949745941705389]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0]","[85.6675097817201,85.6675097817201,85.6675097817201,85.6675097817201,85.6675097817201]","[5.569887884372754,5.569887884372754,5.569887884372754,5.569887884372754,5.569887884372754]","[223.0,229.0,221.0,226.0,240.0]","[0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0]","[39147.43983888487,34591.70522659013,40661.47819051517,40230.77656704782,38519.86379869821]","[0.0,0.0,0.0,0.0,0.0]","[9.53186747582164E-19,0.3363546279149868,1.510179405035626E-17,0.012490763454205184,1.0368602701433957E-18]","[35.65587249519904,35.65587249519904,35.65587249519904,35.65587249519904,35.65587249519904]","[30.0,30.0,30.0,30.0,30.0]","[0.9212013413336377,0.7007819661435422,0.9227342584719255,0.7725592166424878,0.923577715899796]","[0.0,0.0,0.0,0.0,0.0]","[14.0,16.0,12.0,18.0,6.0]","[0.5998449208515578,2.1677600001602153,5.007321365305205E-17,2.492268143292999,6.287853968413234E-17]","[0.0,0.0,0.0,0.0,0.0]","[107.0,114.0,105.0,107.0,112.0]","[0.0,0.0,0.0,0.0,0.0]","[0.9995410069382672,0.9248981536628945,1.0,0.9313074795806804,0.9982982318508237]","[0.0,0.0,0.0,0.0,0.0]","[110.0,100.0,106.0,88.0,109.0]","[1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0]","[3.0,4.0,3.0,4.0,32.0]","[4.1113259579107,3.9959353415616796,4.071228085384621,4.0474419854350785,4.053563022893582]","[0.0,0.0,0.0,0.0,0.0]","[4197.0,4117.0,4170.0,4211.0,4181.0]","[0.0,0.0,0.0,0.0,0.0]","[5894.0,6394.0,6062.0,5806.0,5994.0]","[0.0,0.0,0.0,0.0,0.0]","[71.60164538512255,60.33696329956841,72.21218956794146,64.335671225038,70.38994938134519]","[0.0,0.0,0.0,0.0,0.0]","[2.0708995674770083E7,1.829901206486619E7,2.150992196278254E7,2.128208080396829E7,2.0377007949511338E7]","[0.0,0.0,0.0,0.0,0.0]","[4.979146909837824,4.390462799427651,4.97853886217824,4.54023617903433,4.925030486786763]","[0.0,0.0,0.0,0.0,0.0]","[348.0123513765135,345.7265177694656,347.2069128617924,345.07286078432986,346.62369151565383]","[116094.0,156508.0,89333.0,136420.0,160840.0]","[0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0]","[231.0,230.0,223.0,213.0,227.0]","[0.01754152886553907,-0.0031358291666660357,0.01773714851288384,0.0048876323176752084,0.019569009339623387]","[100.0,100.0,100.0,100.0,100.0]","[1.1693597E7,1.3368301E7,9989503.0,1.3692912E7,1.0556217E7]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0]","[231.0,230.0,223.0,213.0,227.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.231419993504066,0.08202606066202574,0.23289291460504272,0.1129681623036461,0.23754934387554172]","[6.29410298987816,4.947626940884079,6.340205448574446,5.403242740457712,6.3436436646498535]","[2.1211670561060915E-17,0.8301632828865334,4.310437307342243E-17,0.7306477642412905,3.521400716742598E-17]","[1.9718732515597785E-7,0.5727414793801718,1.892358904278944E-17,0.3852199640832742,3.332634070559963E-17]","[3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0]"
910,2819,37.899597121262076,8.522340373090657,102.37909036871696,-0.8092833035537026,-4.464854E7,1,776,"[46.0]","[106.0]","[0.0]","[0.8092833035537026]","[0.0]","[0.0]","[0.0]","[40.0]","[102.37909036871696]","[8.522340373090657]","[265.0]","[0.0]","[0.5]","[3.0]","[134.5649943285892]","[0.0]","[0.7294500702926883]","[37.899597121262076]","[30.0]","[0.45070106653191394]","[0.0]","[22.0]","[6.794239517881236]","[367.0]","[130.0]","[0.0]","[0.9559053007742704]","[0.0]","[124.0]","[1.0]","[55.0]","[0.0]","[1.0]","[56.0]","[3.1492149135594842]","[0.0]","[4998.0]","[0.0]","[7154.0]","[0.0]","[57.362739302159405]","[0.0]","[71184.88199982369]","[0.0]","[4.44802509548996]","[0.0]","[300.2664478850163]","[586766.0]","[0.0]","[20.0]","[10.0]","[3.0]","[276.0]","[-0.03361385806641533]","[100.0]","[4.464854E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[276.0]","[0.0]","[0.0]","[0.10054794520547945]","[-0.1870186848146838]","[2.862960449666966]","[1.3133702138033536]","[3.898829882863511]","[3650.0]","[0.0]","[3650.0]"
910,2819,34.72594382718678,17.858757370241428,81.56992874908853,-0.9590247658303646,-1.1258282E7,2,562,"[46.0,46.0]","[93.0,89.0]","[0.0,0.0]","[0.9559929883788872,0.962056543281842]","[0.0,0.0]","[0.0,0.0]","[0.0,0.0]","[40.0,40.0]","[81.56992874908853,81.56992874908853]","[17.858757370241428,17.858757370241428]","[254.0,231.0]","[0.0,0.0]","[0.5,0.5]","[3.0,3.0]","[38465.72596649549,43341.81721368165]","[0.0,0.0]","[0.06268729478672987,1.2492404899753285E-18]","[34.72594382718678,34.72594382718678]","[30.0,30.0]","[0.9182343895083855,0.9234420734998426]","[0.0,0.0]","[40.0,41.0]","[0.4257594211359814,0.0]","[0.0,0.0]","[99.0,101.0]","[0.0,0.0]","[0.9995221710056483,0.9984494316525795]","[0.0,0.0]","[72.0,93.0]","[1.0,1.0]","[55.0,55.0]","[0.0,0.0]","[1.0,1.0]","[30.0,5.0]","[4.111360094618659,4.126992487063573]","[0.0,0.0]","[3986.0,3925.0]","[0.0,0.0]","[5676.0,6057.0]","[0.0,0.0]","[72.56622871363984,72.21346153013535]","[0.0,0.0]","[2.034836903627612E7,2.2927821306037594E7]","[0.0,0.0]","[4.977144403442191,4.977393855765791]","[0.0,0.0]","[348.059554648716,349.49246803088994]","[191459.0,108133.0]","[0.0,0.0]","[20.0,20.0]","[10.0,10.0]","[3.0,3.0]","[211.0,235.0]","[0.017665081950720547,0.018001532650675483]","[100.0,100.0]","[1.316785E7,9348714.0]","[0.0,0.0]","[0.0,0.0]","[0.0,0.0]","[60.0,60.0]","[0.0,0.0]","[211.0,235.0]","[0.0,0.0]","[0.0,0.0]","[0.0,0.0]","[0.23872929484239347,0.2379191092592804]","[6.271762480343788,6.349869792998977]","[2.104658894114678E-18,8.071254529136085E-17]","[0.3386397132783323,0.0]","[3650.0,3650.0]","[0.0,0.0]","[3650.0,3650.0]"
910,2819,28.287686673335344,4.927909800422573,101.99907193877783,-0.8986981373805065,-2.7476826E7,3,213,"[46.0,46.0,46.0]","[99.0,100.0,106.0]","[0.0,0.0,0.0]","[0.9144806129556536,0.8986981373805065,0.8098796741947427]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[40.0,40.0,40.0]","[101.99907193877783,101.99907193877783,101.99907193877783]","[4.927909800422573,4.927909800422573,4.927909800422573]","[263.0,267.0,264.0]","[0.0,0.0,0.0]","[0.5,0.5,0.5]","[3.0,3.0,3.0]","[17528.43203644927,26673.128075560788,4946.286370357792]","[0.0,0.0,0.0]","[0.009122427473960816,0.05240465822090107,0.12824922887121773]","[28.287686673335344,28.287686673335344,28.287686673335344]","[30.0,30.0,30.0]","[0.8316296753482919,0.859001161248174,0.7415533025040955]","[0.0,0.0,0.0]","[20.0,11.0,10.0]","[1.4673928742969826,1.64738670540436,4.830555364520148]","[0.0,2.0,367.0]","[124.0,124.0,131.0]","[0.0,0.0,0.0]","[0.9261880659391688,0.9852981176702473,0.9777961865975565]","[0.0,0.0,0.0]","[151.0,143.0,155.0]","[1.0,1.0,1.0]","[55.0,55.0,55.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]","[36.0,47.0,56.0]","[4.00347470141021,4.052751340622655,3.8095692568129462]","[0.0,0.0,0.0]","[4925.0,5021.0,4946.0]","[0.0,0.0,0.0]","[7468.0,6868.0,7337.0]","[0.0,0.0,0.0]","[59.49663228925356,68.13353458346137,59.13641549851922]","[0.0,0.0,0.0]","[9272540.547281662,1.4110084751971664E7,2616585.4899192727]","[0.0,0.0,0.0]","[4.431773316847497,4.874474485500135,4.515155846155749]","[0.0,0.0,0.0]","[343.45157615962853,345.23772971844335,333.2176713727951]","[458204.0,397904.0,600005.0]","[0.0,0.0,0.0]","[20.0,20.0,20.0]","[10.0,10.0,10.0]","[3.0,3.0,3.0]","[295.0,278.0,296.0]","[0.014423544830250499,0.015172971047832506,0.004887855936106682]","[100.0,100.0,100.0]","[2.7476826E7,1.8141804E7,3.3922549E7]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[60.0,60.0,60.0]","[0.0,0.0,0.0]","[295.0,278.0,296.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,5.47945205479452E-4,0.10054794520547945]","[0.19374998980312533,0.20595594775414786,0.13387901585607656]","[5.817103324835682,5.952208331855196,5.180000839587142]","[0.6677585118697918,0.3912417056845704,0.6422792492429983]","[0.147832123987701,0.30295817610509296,0.3237703339568765]","[3650.0,3650.0,3650.0]","[0.0,0.0,0.0]","[3650.0,3650.0,3650.0]"
