evolution$generation,evolution$evaluated,numberofCamps,objective$totalTrees,evolution$samples,evolution$generated,proportionBigHerders,totalGPSeeno,sheepsTempCamp,MSTCattleNEC,cattlesTempCamp,minTransCattlesLiveWeight,meanTransSheepsLiveWeight,SatisfactionMeanTreesInBaldiol,numberofCamps,proportionMediumHerders,totalGPBaldiol,MSTCaangol,thresholdTreeSatisfaction,SheepNECSatifactionIndex,meanGrass,maxTransSheepsLiveWeight,meanFruitsConsumedSheep,goodShepherdPercentage,minTimePresence,meanSheepsGrassEaten,totalGPCaangol,sumMediumHerder,meanLeavesConsumedCattle,trajSatisfactionSangre,sumLargeHerder,transCattlesWeightGain,MSTSheepNEC,MSTTempsPasse,sumSmallHerder,MSTBaldiol,SatisfactionMeanTreesInSangre,totalTransCattles,MSTSeeno,totalGPSangre,meanCattlesNEC,transSheepsWeightGain,totalCattles,totalTreesOldes,totalSheeps,totalTransSheeps,meanSheepsLiveWeight,MSTTrees,totalGrass,totalTransFoyers,meanSheepsNEC,maxTransCattlesLiveWeight,meanCattlesLiveWeight,treesKilled,meanTransCattlesNEC,SatisfactionMeanTreesInSeeno,decreasingFactor,CattleNECSatifactionIndex,totalLocalFoyers,sheepsWeightGain,SatisfactionMeanTreesInCaangol,totalTrees,meanTransCattlesLiveWeight,meanTransSheepsNEC,totalTreesYoung,avgUBTpercamp,MSTTransSheepNEC,totalFoyers,MSTTransCattleNEC,minTransSheepsLiveWeight,MSTSangre,cattlesWeightGain,meanCattlesGrassEaten,meanLeavesConsumedSheep,meanFruitsConsumedCattle,trajSatisfactionSeeno,trajSatisfactionCaangol,trajSatisfactionBaldiol
3104,6030,82.35211772540715,-5.3602724E7,1,2484,"[46.0]","[108.0]","[5.0]","[0.011922531884742559]","[12.0]","[0.0]","[0.0]","[40.0]","[82.35211772540715]","[0.0]","[80.0]","[0.0]","[0.5]","[3.0]","[783.7728525874395]","[0.0]","[1.5762561312696693E-13]","[100.0]","[30.0]","[0.6086076043405996]","[0.0]","[0.0]","[0.026358275830281334]","[367.0]","[110.0]","[0.0]","[0.19344709494567786]","[0.0]","[122.0]","[1.0]","[55.0]","[0.0]","[1.0]","[185.0]","[1.5995987519565744]","[0.0]","[4004.0]","[0.0]","[5857.0]","[0.0]","[33.22563064919005]","[0.0]","[414615.8390187565]","[0.0]","[2.1226428786940637]","[0.0]","[226.13014916856355]","[35259.0]","[0.0]","[20.0]","[10.0]","[3.0]","[232.0]","[-0.04077973926950015]","[100.0]","[5.3602724E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[232.0]","[0.0]","[0.0]","[0.10054794520547945]","[-0.130889425704198]","[4.701859365222492]","[0.01718355983891269]","[2.0268813406818259E-13]","[3650.0]","[0.0]","[3650.0]"
3104,6030,83.48627792463498,-5.2307772E7,3,0,"[46.0,46.0,46.0]","[108.0,108.0,108.0]","[9.0,36.0,13.0]","[0.019336821682638602,0.0313759146173736,0.032534822148037296]","[14.0,48.0,17.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[40.0,40.0,40.0]","[83.48627792463498,83.48627792463498,83.48627792463498]","[0.0,0.0,0.0]","[80.0,80.0,80.0]","[0.0,0.0,0.0]","[0.5,0.5,0.5]","[3.0,3.0,3.0]","[390.73147911290056,732.1202235584032,374.3035471886892]","[0.0,0.0,0.0]","[2.655058095868889E-14,1.4204877447419804E-13,1.46989283965145E-13]","[100.0,100.0,100.0]","[30.0,30.0,30.0]","[0.6043223225422941,0.556297184635599,0.5313642080276647]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.1404064861435649,0.1524293066611792,0.07543845434182601]","[367.0,367.0,367.0]","[104.0,110.0,104.0]","[0.0,0.0,0.0]","[0.1906931624434123,0.22148539362931174,0.21648785541613905]","[0.0,0.0,0.0]","[129.0,139.0,134.0]","[1.0,1.0,1.0]","[55.0,55.0,55.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]","[187.0,188.0,187.0]","[1.583179779668612,1.5404027546650567,1.4843995110593897]","[0.0,0.0,0.0]","[4076.0,4051.0,4105.0]","[0.0,0.0,0.0]","[5832.0,5988.0,5651.0]","[0.0,0.0,0.0]","[33.32666023558789,33.5032532715975,32.878709429713375]","[0.0,0.0,0.0]","[206696.95245072368,387291.5982623948,198006.57646281648]","[0.0,0.0,0.0]","[2.1222287086442524,2.1632510418629716,2.051520906001372]","[0.0,0.0,0.0]","[225.31373857748324,223.43033646777957,220.89086104278735]","[35235.0,35649.0,34700.0]","[0.0,0.0,0.0]","[20.0,20.0,20.0]","[10.0,10.0,10.0]","[3.0,3.0,3.0]","[233.0,249.0,238.0]","[-0.04560542329348348,-0.05159444557278016,-0.056592020352061116]","[100.0,100.0,100.0]","[5.250503E7,5.1154995E7,5.2307772E7]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[60.0,60.0,60.0]","[0.0,0.0,0.0]","[233.0,249.0,238.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.10054794520547945,0.10054794520547945,0.10054794520547945]","[-0.13052874630396175,-0.08560846850720016,-0.11523911718475369]","[4.558787382642022,4.784702121333054,4.7207900879249465]","[0.0026498839900644102,0.014579648803560562,0.013002647237244197]","[2.280355572405233E-12,8.740067561510277E-5,1.2572459296522015E-12]","[3650.0,3650.0,3650.0]","[0.0,0.0,0.0]","[3650.0,3650.0,3650.0]"
3104,6030,95.76388773710369,-5.3907021E7,9,0,"[46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0]","[35.0,7.0,17.0,14.0,13.0,9.0,25.0,18.0,10.0]","[0.018568272205037564,0.006729723853011524,0.010910984947132663,0.011876116736152471,0.037637849660412115,0.0016347368953141587,0.0603185727938834,0.044080153968074264,0.016133012652933182]","[50.0,10.0,26.0,23.0,20.0,13.0,36.0,20.0,12.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[95.76388773710369,95.76388773710369,95.76388773710369,95.76388773710369,95.76388773710369,95.76388773710369,95.76388773710369,95.76388773710369,95.76388773710369]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[80.0,80.0,80.0,80.0,79.0,80.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[500.23723637038864,407.7314368007492,774.1997971933665,1060.0994398744729,401.10221776392183,347.07327548659805,283.35090977632944,619.1134839193221,494.8349388277981]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3.112801237064431E-13,8.910539464993142E-15,8.046439513191861E-14,1.1239308105903484E-14,1.992856847801586E-13,1.172411843569589E-13,1.7678309593676257E-13,1.7731260302001707E-13,1.1339243745549722E-13]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]","[0.4850554904025972,0.5943886761528875,0.5054934465139098,0.5399919532191712,0.5579554815551855,0.5048626480969476,0.5360472988792075,0.45596481391177807,0.45051976413671896]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0838290444027342,0.15522082037327742,0.0882004643903114,0.12591989892120392,0.08401081363601214,0.05344854909063858,0.05437562835225652,0.021374847866612593,0.07396576050027784]","[367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0]","[123.0,121.0,125.0,120.0,119.0,120.0,127.0,128.0,126.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.1920096234104188,0.18086431833007177,0.18194801812594405,0.1869108596386738,0.20687694255784506,0.17763534347672244,0.2310289901242434,0.21588248613155214,0.20096308689741713]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[156.0,131.0,138.0,156.0,119.0,151.0,131.0,114.0,136.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[191.0,194.0,192.0,194.0,188.0,191.0,187.0,187.0,189.0]","[1.5271385211123507,1.6113282459864549,1.4976882536056362,1.5786568102250376,1.4688413512542953,1.4679505269670596,1.4979062797719183,1.513922005583014,1.493854719536084]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4637.0,4669.0,4671.0,4726.0,4690.0,4664.0,4599.0,4632.0,4657.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[6930.0,6730.0,6717.0,6373.0,6598.0,6761.0,7167.0,6961.0,6805.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[32.90310115998943,33.93791517350027,34.01224654447061,33.5337267240477,34.078091740844066,33.562242666584176,34.050758273543764,34.8129396456222,33.745569527035556]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[264625.4980399358,215689.93006759646,409551.69271529047,560792.6036935967,212183.07319711443,183601.7627324106,149892.63127167863,327511.0329933225,261767.68263990554]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.0271740859326037,2.2344099528425714,2.194389463460867,2.1277230075759603,2.253155688191462,2.1823807210946455,2.1608856546685598,2.285692560735403,2.2659457582783493]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[224.054601443798,227.66193172902044,221.3905920003318,225.00018869542768,220.4941860479647,219.95320949068883,221.63134907409332,221.68442235900645,220.75303898563308]","[41179.0,40837.0,40792.0,39510.0,40202.0,40862.0,42112.0,41376.0,40836.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[279.0,252.0,263.0,276.0,238.0,271.0,258.0,242.0,262.0]","[-0.062235363077551335,-0.04615491273734154,-0.05972324966409319,-0.05614594690682782,-0.0478138434522892,-0.05904850607488526,-0.05491360302865118,-0.06240089490257087,-0.0652835996602766]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[5.3918504E7,5.3613452E7,5.407139E7,5.3145887E7,5.4173208E7,5.4335212E7,5.3867405E7,5.3907021E7,5.3620831E7]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[279.0,252.0,263.0,276.0,238.0,271.0,258.0,242.0,262.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945]","[-0.19975095083974162,-0.1513686080567325,-0.2090506355106089,-0.11454893448984717,-0.18396426400741578,-0.19019984478751178,-0.22761833405584647,-0.23084042763204946,-0.24811033379832736]","[4.169467510891849,4.482400752853238,4.164598554588037,4.694864846505484,4.330371602037994,4.308227274405311,4.059107152659396,4.068722229693759,3.921649607319126]","[0.014214437260662528,0.00323842004635882,0.01484903342729798,9.684550206224714E-4,0.015658508527471967,0.0103634155770166,0.011243434733594519,0.021200694594127257,0.018430565839876473]","[0.008510067662163901,3.9876466347051865E-12,1.0668695578413239E-11,1.247370962703717E-12,6.53480627885318E-13,4.688088749096106E-13,5.294139674066533E-13,3.0318595670292287E-13,8.563829359479585E-13]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]"
3104,6030,108.18858673668527,-5.4050686E7,9,0,"[46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0]","[24.0,9.0,14.0,19.0,10.0,18.0,18.0,41.0,36.0]","[0.0297803412641192,0.007269279992415984,0.005463176454631765,0.03046023455208436,0.006073212076785632,0.006908148928696874,0.00869462881890505,0.01897391152604485,0.01884739551522555]","[30.0,15.0,16.0,23.0,11.0,30.0,27.0,44.0,48.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[108.18858673668527,108.18858673668527,108.18858673668527,108.18858673668527,108.18858673668527,108.18858673668527,108.18858673668527,108.18858673668527,108.18858673668527]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[80.0,80.0,80.0,79.0,80.0,80.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[549.0075076712272,700.649953083011,390.95637240104764,599.8609004342034,217.25846414441665,506.773028688421,718.8888481479071,438.5090989272704,764.128666508554]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.4222411923563343E-13,8.049986417996979E-14,5.740473045522083E-14,1.4989528733738697E-13,1.369605661073349E-13,2.351867159248591E-13,1.0398136897982815E-13,7.50612443382613E-14,3.268891627727114E-14]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]","[0.43871197460624045,0.4722107157625145,0.43222809779032145,0.532857565254911,0.4291396750435723,0.4927476808700626,0.5472444701828576,0.5234818144711708,0.4875106327496043]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.10535344559752736,0.06934750561916916,0.05318015334716162,0.1075753366644802,0.06418236781139978,0.13431671328584377,0.07262977754827823,0.12051874287379653,0.03627469071923055]","[367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0]","[142.0,135.0,141.0,128.0,136.0,135.0,137.0,137.0,129.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.19455900024032685,0.18297198653837038,0.1762683665626837,0.20073814920666205,0.17812159252302193,0.188228837372673,0.18569505248787835,0.192241514702033,0.19674810225983771]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[143.0,154.0,162.0,150.0,163.0,177.0,154.0,177.0,185.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[192.0,192.0,192.0,193.0,191.0,185.0,190.0,188.0,186.0]","[1.5600529311143148,1.6121842338163286,1.5559439765670189,1.6201367996779072,1.5758970203975247,1.4821789682141506,1.5129299053144603,1.4850517824730682,1.5980703110478616]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[5269.0,5240.0,5262.0,5370.0,5290.0,5310.0,5268.0,5298.0,5335.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[7639.0,7820.0,7683.0,7008.0,7508.0,7383.0,7645.0,7458.0,7226.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[34.812494710331656,34.11504257225845,33.76925768887488,34.39235314831668,34.395909153593024,33.282052619648844,34.02344761310711,33.50388592568382,33.76580470326636]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[290424.9715580791,370643.82518091355,206815.9210001542,317326.416329694,114929.72753239647,268082.9321761744,380292.2006702439,231971.31333252625,404224.0645830238]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.37027892871857,2.285966232380175,2.1788413319139486,2.31595603433796,2.283181514097766,2.1026915921602556,2.267335131591322,2.2000634184854677,2.182444127901963]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[224.38370465531654,225.61690195992597,223.91446916888094,226.9850123517079,226.45519479820365,219.81932324862873,223.55298103379496,220.71211395669164,227.47979368608975]","[46224.0,46570.0,45833.0,43909.0,45639.0,45071.0,46252.0,45713.0,44828.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[285.0,289.0,303.0,278.0,299.0,312.0,291.0,314.0,314.0]","[-0.06987280234593037,-0.06323666624027593,-0.07033098035803181,-0.05428939309935131,-0.07154763615103842,-0.057080198011159315,-0.05277785990060927,-0.0577221690279914,-0.062076976360289554]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[5.4179358E7,5.4355166E7,5.4352264E7,5.409958E7,5.4050686E7,5.3462395E7,5.3934002E7,5.2534272E7,5.3166138E7]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[285.0,289.0,303.0,278.0,299.0,312.0,291.0,314.0,314.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945]","[-0.28697639976754546,-0.2607511296977054,-0.28282353964888773,-0.24912774667020005,-0.2460300475091616,-0.20272272077735445,-0.21323431416842537,-0.21037912285909044,-0.2698850678333043]","[3.666663287191851,3.903355595398489,3.767621018176416,3.938696894662499,3.926716235194601,4.051583282128693,4.165023625083719,4.084747629475822,3.785490348966208]","[0.012270264590397954,0.0093948154095159,0.008792690943477215,0.012889553710611892,0.013964624890337762,0.018520641530127592,0.013028656314684434,0.008266743929971052,0.008230913927418452]","[3.847956852429245E-4,5.342632261282685E-13,4.4946400516217755E-13,5.9176070391899075E-12,5.741084502069773E-13,1.3085251615785975E-12,0.009612110303515333,1.0862560098425227E-12,5.587863058923383E-13]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]"
3104,6030,93.35175025288032,-5.37015265E7,8,323,"[46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0]","[15.0,16.0,6.0,12.0,15.0,26.0,70.0,70.0]","[0.015,0.01344025739774777,0.0055740771304395665,0.019331388160822905,0.0032603750695041197,0.020656697689009726,0.6934431398130028,0.42016990549007116]","[30.0,22.0,7.0,18.0,21.0,37.0,92.0,81.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[93.35175025288032,93.35175025288032,93.35175025288032,93.35175025288032,93.35175025288032,93.35175025288032,93.35175025288032,93.35175025288032]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[421.8418472306157,420.69150326802736,419.7718902886464,494.79837757732304,490.1705671325169,540.4845546540673,26857.752120297686,24949.651321009842]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3.0750383772767833E-13,2.422874882979743E-13,1.7149643393220077E-13,1.3729455776713845E-13,7.078855020918922E-14,4.3462573791817595E-13,5.331162141628364E-30,0.0]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]","[0.5543908687356168,0.5280711263284316,0.5598675716792557,0.4973973032389262,0.5581861765558572,0.49763473859996177,0.9255112885084206,0.9256884977124448]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.04589161283856724,0.059333204742726534,0.05683054214690662,0.0898013959596577,0.03677117308445939,0.13951963329279085,1.3323519804556658E-17,3.132181503520837E-18]","[367.0,367.0,367.0,367.0,367.0,367.0,2.0,2.0]","[121.0,120.0,118.0,120.0,125.0,122.0,121.0,115.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.1875516254344715,0.1905055330765856,0.18422291907355448,0.19526136195044755,0.1823039983824496,0.19384398201401234,0.36304087845183736,0.2662822554953807]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[147.0,161.0,131.0,157.0,146.0,140.0,131.0,143.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[190.0,189.0,194.0,191.0,192.0,191.0,164.0,171.0]","[1.6649973642586389,1.5214589298412835,1.572235785101495,1.5909144023078226,1.520909519150264,1.531589317067963,4.0743149003792825,4.0213696204975475]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4522.0,4552.0,4553.0,4536.0,4519.0,4514.0,4533.0,4537.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[6744.0,6556.0,6550.0,6656.0,6763.0,6794.0,6675.0,6650.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[33.750297310401734,33.700643943342,33.21844272708481,34.30742411243545,33.28035450265278,34.4813363847244,36.51331866107097,35.500167927829175]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[223154.33718499576,222545.8052287866,222059.32996269403,261748.34173840398,259300.2300131011,285916.32941200194,1.4207750871637477E7,1.3198365548814196E7]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.127502785010993,2.182962196505332,2.1248765596255104,2.1897637293173062,2.130138306970307,2.2808698366741926,2.6910894810141794,2.4598752987529178]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[228.4482654859979,221.59971795303173,224.33939321410475,228.11175770075457,222.73396444898074,226.88481084327074,346.740759646166,344.76743932486846]","[39955.0,39570.0,39527.0,39813.0,40189.0,40542.0,40731.0,40386.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[268.0,281.0,249.0,277.0,271.0,262.0,252.0,258.0]","[-0.05202032818179684,-0.054713027868689076,-0.0511125277560874,-0.06038313955540325,-0.05358493305131644,-0.0544739702978064,0.009478681314693732,0.006688774533280975]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[5.4278314E7,5.4112036E7,5.3378235E7,5.3577272E7,5.4338918E7,5.3825781E7,4.6016095E7,4.6204115E7]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[268.0,281.0,249.0,277.0,271.0,262.0,252.0,258.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,5.47945205479452E-4,5.47945205479452E-4]","[-0.1724135841496884,-0.18480785601217475,-0.14236703036033166,-0.1640109369807862,-0.16257374234777952,-0.18479687226279198,0.20702311190897088,0.19920657205992237]","[4.445462362308293,4.339439373381447,4.562512888545383,4.415272804897029,4.440996779039982,4.17130157734857,6.354789970332122,6.354333474079542]","[0.02334690984300405,0.024345471152245342,0.015573923041244492,0.006979447164028822,0.008667586533289078,0.03088844475134889,6.65884381155729E-20,0.0]","[4.548944120351825E-13,8.746018612535965E-12,1.3829079855451146E-12,7.879042106126249E-13,3.086484053697662E-13,2.112884438832291E-12,9.687001479564356E-29,2.101396021085884E-29]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]"
