evolution$generation,evolution$evaluated,decreasingFactor,objective$MSTCattleNEC,evolution$samples,evolution$generated,proportionBigHerders,totalGPSeeno,sheepsTempCamp,MSTCattleNEC,cattlesTempCamp,minTransCattlesLiveWeight,meanTransSheepsLiveWeight,SatisfactionMeanTreesInBaldiol,numberofCamps,proportionMediumHerders,totalGPBaldiol,MSTCaangol,thresholdTreeSatisfaction,SheepNECSatifactionIndex,meanGrass,maxTransSheepsLiveWeight,meanFruitsConsumedSheep,goodShepherdPercentage,minTimePresence,meanSheepsGrassEaten,totalGPCaangol,sumMediumHerder,meanLeavesConsumedCattle,trajSatisfactionSangre,sumLargeHerder,transCattlesWeightGain,MSTSheepNEC,MSTTempsPasse,sumSmallHerder,MSTBaldiol,SatisfactionMeanTreesInSangre,totalTransCattles,MSTSeeno,totalGPSangre,meanCattlesNEC,transSheepsWeightGain,totalCattles,totalTreesOldes,totalSheeps,totalTransSheeps,meanSheepsLiveWeight,MSTTrees,totalGrass,totalTransFoyers,meanSheepsNEC,maxTransCattlesLiveWeight,meanCattlesLiveWeight,treesKilled,meanTransCattlesNEC,SatisfactionMeanTreesInSeeno,decreasingFactor,CattleNECSatifactionIndex,totalLocalFoyers,sheepsWeightGain,SatisfactionMeanTreesInCaangol,totalTrees,meanTransCattlesLiveWeight,meanTransSheepsNEC,totalTreesYoung,avgUBTpercamp,MSTTransSheepNEC,totalFoyers,MSTTransCattleNEC,minTransSheepsLiveWeight,MSTSangre,cattlesWeightGain,meanCattlesGrassEaten,meanLeavesConsumedSheep,meanFruitsConsumedCattle,trajSatisfactionSeeno,trajSatisfactionCaangol,trajSatisfactionBaldiol
2772,5451,26.956601059291255,-0.012227196792515872,5,0,"[46.0,46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0,108.0]","[10.0,10.0,11.0,9.0,18.0]","[0.025887311721316555,0.011817526381333158,0.014507922479641437,0.011132510511325105,0.012227196792515872]","[22.0,18.0,15.0,10.0,28.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0]","[80.0,80.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0,0.0]","[80.0,80.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0]","[63.89136901989985,66.54087785196691,72.19178686091671,92.19717931825949,66.65121468849195]","[0.0,0.0,0.0,0.0,0.0]","[2.561214468914021E-13,7.612964673343253E-14,0.0,1.0054148755823658E-14,0.0]","[100.0,100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0,30.0]","[0.6047721639918804,0.5479457134829805,0.6420137786685205,0.6110958612205444,0.650381583166869]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.013561108104372901,0.09001296401029386,0.031409908178672556,0.048875721047918604,0.0664196509993991]","[367.0,367.0,367.0,367.0,367.0]","[97.0,105.0,103.0,103.0,100.0]","[0.0,0.0,0.0,0.0,0.0]","[0.20322196739602058,0.20384610342793472,0.19584748437598634,0.19656313576563136,0.20553424657534247]","[0.0,0.0,0.0,0.0,0.0]","[124.0,104.0,114.0,99.0,105.0]","[1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0]","[192.0,189.0,183.0,191.0,184.0]","[1.3022503656703086,1.3535560842321532,1.4956023605335291,1.4939656124731875,1.5568368247563065]","[0.0,0.0,0.0,0.0,0.0]","[3930.0,3923.0,3899.0,3872.0,3941.0]","[0.0,0.0,0.0,0.0,0.0]","[5437.0,5481.0,5631.0,5800.0,5368.0]","[0.0,0.0,0.0,0.0,0.0]","[33.27432104276868,34.09217249186221,32.81862638115172,33.24042699983725,32.887811059370726]","[0.0,0.0,0.0,0.0,0.0]","[33798.53421152707,35200.124383690505,38189.45524942494,48772.307859359295,35258.49257021224]","[0.0,0.0,0.0,0.0,0.0]","[2.1061924209933953,2.2896758691852406,2.023863552931522,2.068689395204555,1.9782478091894946]","[0.0,0.0,0.0,0.0,0.0]","[211.23137832348993,214.1585876070044,221.74337256287737,223.39047188903547,227.05493765017934]","[33542.0,33727.0,33880.0,34550.0,32778.0]","[0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0]","[26.956601059291255,26.956601059291255,26.956601059291255,26.956601059291255,26.956601059291255]","[3.0,3.0,3.0,3.0,3.0]","[221.0,209.0,217.0,202.0,205.0]","[-0.03844940199717764,-0.05433333224374199,-0.03990828153368304,-0.04408962284651115,-0.040283348896242605]","[100.0,100.0,100.0,100.0,100.0]","[5.2737637E7,5.3322527E7,5.2074468E7,5.2856098E7,5.2471001E7]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0]","[221.0,209.0,217.0,202.0,205.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945]","[-0.15593407819738467,-0.17779552425817927,-0.1102917095820574,-0.1684942780100336,-0.11530524198064433]","[4.47860030929339,4.368781370243412,4.760189101800711,4.415860034311962,4.758559614742497]","[0.031372337746305476,0.0057253970187221065,0.0,0.005345508320163059,0.0]","[1.3905062312153087E-13,7.486893518086017E-13,2.9026654819219885E-13,5.383189287472511E-13,1.0309267134240444E-12]","[3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0]"
2772,5451,27.938283759279553,-0.014113429778517476,5,0,"[46.0,46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0,108.0]","[14.0,14.0,29.0,15.0,15.0]","[0.011254846213491859,0.01737769080234834,0.006525978032827348,0.01803490716918156,0.014113429778517476]","[20.0,19.0,34.0,21.0,21.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0]","[80.0,80.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0,0.0]","[80.0,80.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0]","[58.70496067589464,60.97538683619144,78.2533116882801,62.334907112690836,65.7003729658708]","[0.0,0.0,0.0,0.0,0.0]","[0.0,1.1095601817234998E-13,3.839001076609605E-13,2.7354095916365794E-13,8.327822851319092E-14]","[100.0,100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0,30.0]","[0.6563972195048824,0.6462654297081786,0.6827546399485053,0.6164908484449954,0.668597471101427]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.06085822335392983,0.13812631598617486,0.1314247468907499,0.10303394473488522,0.09199861202373795]","[367.0,367.0,367.0,367.0,367.0]","[103.0,102.0,102.0,100.0,100.0]","[0.0,0.0,0.0,0.0,0.0]","[0.19859653657275783,0.22455779306861942,0.20525607799580403,0.20584938460468674,0.20416463961080528]","[0.0,0.0,0.0,0.0,0.0]","[109.0,115.0,120.0,97.0,114.0]","[1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0]","[193.0,185.0,184.0,192.0,188.0]","[1.486552916344903,1.675184437734604,1.5638144522146045,1.5769786418520646,1.582258736467257]","[0.0,0.0,0.0,0.0,0.0]","[3891.0,3906.0,3878.0,3932.0,3896.0]","[0.0,0.0,0.0,0.0,0.0]","[5681.0,5587.0,5762.0,5425.0,5650.0]","[0.0,0.0,0.0,0.0,0.0]","[34.57650515545153,34.03802935120757,33.049685468692246,33.88484103386077,33.92957825166847]","[0.0,0.0,0.0,0.0,0.0]","[31054.92419754828,32255.979636345277,41396.00188310021,32975.165862613416,34755.497298945666]","[0.0,0.0,0.0,0.0,0.0]","[2.2838600224424637,2.1488448320668354,2.059143434762731,2.244056255406088,2.196712824978698]","[0.0,0.0,0.0,0.0,0.0]","[220.2549525894209,231.82750154486968,225.12727849896135,225.55506324974604,225.03270549579344]","[34058.0,33911.0,33983.0,33306.0,34120.0]","[0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0]","[27.938283759279553,27.938283759279553,27.938283759279553,27.938283759279553,27.938283759279553]","[3.0,3.0,3.0,3.0,3.0]","[212.0,217.0,222.0,197.0,214.0]","[-0.03772620023971403,-0.03775867323496413,-0.029654559543539842,-0.03867009411160589,-0.035482158391233164]","[100.0,100.0,100.0,100.0,100.0]","[5.3871771E7,5.3649445E7,5.3322491E7,5.4005006E7,5.3376069E7]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0]","[212.0,217.0,222.0,197.0,214.0]","[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945]","[-0.10180957697448288,-0.12614968169602023,-0.08274301412940284,-0.12685167773706513,-0.14501240170918248]","[4.791264279100744,4.5472112771788655,4.859187092880294,4.623167421428202,4.590928492710355]","[0.0,0.007865069485594518,0.01707816476837653,0.024800780152407824,0.009077704199434518]","[5.117080616120351E-13,1.2595096204487137E-12,1.750975902145664E-12,9.473175354433354E-13,9.988975652314398E-13]","[3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0]"
2772,5451,42.91666528452442,-0.008560065652420934,7,0,"[46.0,46.0,46.0,46.0,46.0,46.0,46.0]","[108.0,108.0,108.0,108.0,108.0,108.0,108.0]","[18.0,11.0,19.0,13.0,2.0,12.0,23.0]","[0.006991930943891912,0.005899457224088912,0.010281246211662019,0.008583304062756118,0.0051175533609429755,0.008560065652420934,0.017490718217897838]","[28.0,16.0,26.0,18.0,6.0,14.0,30.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[80.0,80.0,80.0,80.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[80.0,80.0,80.0,80.0,80.0,80.0,80.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[57.73267979945862,56.44584484155423,56.727467936484416,56.61013412551128,59.56794377674731,57.67345811147293,60.02106892913894]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,3.8373171515571614E-14,7.429340011849439E-13,1.861711850757492E-13,2.0147878867043605E-14,4.831645117773588E-14,0.0]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[30.0,30.0,30.0,30.0,30.0,30.0,30.0]","[0.7542396521308677,0.6964642435383973,0.6378788129580861,0.6676522956336662,0.736039993501298,0.6820426673128253,0.7020436775194656]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.048048774972284235,0.11923504307249044,0.12689350063558466,0.09124343501850533,0.06816736920436385,0.06253269708538076,0.09059103348377515]","[367.0,367.0,367.0,367.0,367.0,367.0,367.0]","[97.0,105.0,107.0,99.0,99.0,99.0,104.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.1841321073372115,0.18819462393383304,0.19697902776094073,0.19297857393747805,0.19446320484230648,0.19497253961239822,0.20341313532198183]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[122.0,107.0,119.0,135.0,116.0,118.0,110.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[194.0,193.0,194.0,190.0,190.0,193.0,186.0]","[1.4999838794684917,1.5343943488176006,1.4940018239501496,1.5968185904542005,1.5871373667867121,1.493064534968318,1.6196846877286102]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3926.0,3865.0,3880.0,3874.0,3959.0,3887.0,3908.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[5462.0,5843.0,5749.0,5787.0,5256.0,5706.0,5575.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[32.86262134858956,34.40302220092596,33.322291334942406,33.73854765920124,33.87789673379079,34.20424793328654,34.404119584916984]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[30540.587613913638,29859.85192118219,30008.830538400234,29946.760952395467,31511.44225789934,30509.25934096917,31751.145463514527]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.057726976064977,2.3332811189112603,2.0517032507868698,2.1585223541725775,2.160263488651128,2.2323470868754263,2.2559721935733865]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[219.73084016992345,221.75803025473547,220.2667426665053,226.50713316401777,224.7634036330098,220.31500715197205,226.8035939713894]","[33272.0,34777.0,34386.0,34758.0,32648.0,34316.0,33508.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0,20.0,20.0]","[42.91666528452442,42.91666528452442,42.91666528452442,42.91666528452442,42.91666528452442,42.91666528452442,42.91666528452442]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[219.0,212.0,226.0,234.0,215.0,217.0,214.0]","[-0.024266088888314365,-0.030563402466939574,-0.032907180929749966,-0.032111492891091914,-0.023383077829937357,-0.03301572588553809,-0.03086678062699701]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[5.3792466E7,5.4261549E7,5.3479059E7,5.3602621E7,5.4085215E7,5.3722692E7,5.383224E7]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[219.0,212.0,226.0,234.0,215.0,217.0,214.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945,0.10054794520547945]","[-0.07012846495715272,-0.09383423449264922,-0.09303810842280084,-0.10621935027704116,-0.09336691228512194,-0.0699712255688742,-0.10258033328539912]","[4.988384936964003,4.784625004417193,4.808234414041933,4.769191952416711,4.864576231756717,5.023423591821352,4.798484666177043]","[0.0,0.006116791962667548,0.021270474422226952,0.019241524407122464,0.003200491692044836,0.006200897926619172,0.0]","[3.737548944873187E-13,2.3049945616792828E-11,6.212616433944479E-12,7.674996545821962E-13,5.86134334870582E-13,6.446864650079989E-13,5.945987046592599E-13]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]"
2772,5451,57.66403811412196,-0.01849733803912185,1,0,"[46.0]","[108.0]","[27.0]","[0.01849733803912185]","[28.0]","[0.0]","[0.0]","[40.0]","[80.0]","[0.0]","[80.0]","[0.0]","[0.5]","[3.0]","[61.340422768971]","[0.0]","[8.404852887758598E-14]","[100.0]","[30.0]","[0.5795613267413599]","[0.0]","[0.0]","[0.14047203909722178]","[367.0]","[105.0]","[0.0]","[0.20031704253155472]","[0.0]","[124.0]","[1.0]","[55.0]","[0.0]","[1.0]","[190.0]","[1.513960731660199]","[0.0]","[3874.0]","[0.0]","[5787.0]","[0.0]","[33.27318712444111]","[0.0]","[32449.083644785645]","[0.0]","[2.1095575515927947]","[0.0]","[221.9110067487902]","[34283.0]","[0.0]","[20.0]","[57.66403811412196]","[3.0]","[229.0]","[-0.04847264360984936]","[100.0]","[5.3563928E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[229.0]","[0.0]","[0.0]","[0.10054794520547945]","[-0.13996597122695603]","[4.498666876410247]","[0.013818393726300199]","[1.3281962792195737E-12]","[3650.0]","[0.0]","[3650.0]"
2772,5451,39.994781015473464,-0.01247658489964957,3,253,"[46.0,46.0,46.0]","[108.0,108.0,108.0]","[8.0,33.0,11.0]","[0.021526027397260273,0.01247658489964957,0.007457837130859778]","[14.0,38.0,18.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[40.0,40.0,40.0]","[80.0,80.0,80.0]","[0.0,0.0,0.0]","[80.0,80.0,80.0]","[0.0,0.0,0.0]","[0.5,0.5,0.5]","[3.0,3.0,3.0]","[60.23473761258289,56.74463619974392,58.89138337461701]","[0.0,0.0,0.0]","[7.64539061508762E-14,1.2578948219357606E-13,2.3272820156932836E-13]","[100.0,100.0,100.0]","[30.0,30.0,30.0]","[0.5991346322648732,0.7378838515966744,0.6806231263899138]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.21362018788035572,0.0947580061954593,0.07993493057269345]","[367.0,367.0,367.0]","[105.0,102.0,101.0]","[0.0,0.0,0.0]","[0.20339863013698628,0.1964166932143995,0.19155365870448132]","[0.0,0.0,0.0]","[95.0,113.0,98.0]","[1.0,1.0,1.0]","[55.0,55.0,55.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]","[192.0,194.0,195.0]","[1.4761073039548078,1.4934975978233387,1.6109383892470477]","[0.0,0.0,0.0]","[3912.0,3891.0,3906.0]","[0.0,0.0,0.0]","[5550.0,5681.0,5587.0]","[0.0,0.0,0.0]","[32.914279603242655,32.85611878856532,34.54580311262495]","[0.0,0.0,0.0]","[31864.176197056364,30017.912549664576,31153.541805172415]","[0.0,0.0,0.0]","[2.0861674219705164,2.028903441454406,2.2386404493158967]","[0.0,0.0,0.0]","[220.42307418341986,220.06170072621086,225.77865236475154]","[33570.0,34039.0,33923.0]","[0.0,0.0,0.0]","[20.0,20.0,20.0]","[39.994781015473464,39.994781015473464,39.994781015473464]","[3.0,3.0,3.0]","[200.0,215.0,199.0]","[-0.04493197513382626,-0.022556919524313015,-0.030847886367306208]","[100.0,100.0,100.0]","[5.4082015E7,5.2770015E7,5.4053373E7]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[60.0,60.0,60.0]","[0.0,0.0,0.0]","[200.0,215.0,199.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.10054794520547945,0.10054794520547945,0.10054794520547945]","[-0.11099747252179554,-0.07919370328082045,-0.15392095585556578]","[4.640835830814695,4.912956865695931,4.532364227905107]","[0.009834108583322307,0.01315290880716344,0.013890343921700785]","[1.5888887011739027E-12,9.881039989905094E-13,3.8443502549412494E-12]","[3650.0,3650.0,3650.0]","[0.0,0.0,0.0]","[3650.0,3650.0,3650.0]"
