evolution$generation,evolution$evaluated,influxCeetcelde,influxCeedu,influxNduungu,goodShepherdPercentage,numberofCamps,objective$MSTCattleNEC,objective$totalTrees,evolution$samples,evolution$generated,proportionBigHerders,totalGPSeeno,sheepsTempCamp,MSTCattleNEC,cattlesTempCamp,minTransCattlesLiveWeight,meanTransSheepsLiveWeight,numberofCamps,proportionMediumHerders,totalGPBaldiol,MSTCaangol,thresholdTreeSatisfaction,SheepNECSatifactionIndex,meanGrass,MSTSheepLeft,maxTransSheepsLiveWeight,meanFruitsConsumedSheep,goodShepherdPercentage,minTimePresence,meanSheepsGrassEaten,totalGPCaangol,sumMediumHerder,meanLeavesConsumedCattle,trajSatisfactionSangre,sumLargeHerder,transCattlesWeightGain,MSTSheepNEC,MSTTempsPasse,sumSmallHerder,MSTBaldiol,SatisfactionMeanTreesInSangre,totalTransCattles,MSTSeeno,totalGPSangre,meanCattlesNEC,transSheepsWeightGain,totalCattles,totalTreesOldes,totalSheeps,totalTransSheeps,meanSheepsLiveWeight,MSTTrees,totalGrass,MSTCattleLeft,totalTransFoyers,meanSheepsNEC,maxTransCattlesLiveWeight,meanCattlesLiveWeight,sumCattlesPetionPastoTranshuman,treesKilled,meanTransCattlesNEC,SatisfactionMeanTreesInSeeno,decreasingFactor,CattleNECSatifactionIndex,totalLocalFoyers,sheepsWeightGain,SatisfactionMeanTreesInCaangol,totalTrees,meanTransCattlesLiveWeight,meanTransSheepsNEC,totalTreesYoung,avgUBTpercamp,MSTTransSheepNEC,totalFoyers,MSTTransCattleNEC,minTransSheepsLiveWeight,MSTSangre,cattlesWeightGain,meanCattlesGrassEaten,meanLeavesConsumedSheep,sumCattlesPretionPastoLocal,SatisfactionMeanTreesInBaldiol,meanFruitsConsumedCattle,trajSatisfactionSeeno,trajSatisfactionCaangol,trajSatisfactionBaldiol
520,1655,7.667816142377724,15.781817893999941,29.55559536496346,94.22090882579644,81.24734911570579,-0.9588439186384392,-9288442.0,9,0,"[46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0]","[91.0,88.0,87.0,91.0,88.0,87.0,91.0,89.0,90.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.9486355621863556,0.9550086920241986,0.9662529467983434,0.9629043350808952,0.9581213307240705,0.9583307323276111,0.9588439186384392,0.9645903094875697,0.9618110656466821]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[250.48793328511044,250.34340198258664,250.46504512301414,250.47283789547848,250.34585968599382,250.48206098174285,250.60593401519955,250.49612065827546,250.34852670460805]","[40.02781000860233,40.031311399792294,40.03719831061045,40.042909277209034,40.02898494850134,40.02959600686742,40.03549854332535,40.03571780762825,40.02253205183717]","[81.24734911570579,81.24734911570579,81.24734911570579,81.24734911570579,81.24734911570579,81.24734911570579,81.24734911570579,81.24734911570579,81.24734911570579]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[221.0,221.0,218.0,218.0,227.0,222.0,222.0,219.0,223.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[39019.10449767838,38415.128450212585,43249.12162749181,35414.22181137527,40580.59660511127,39850.89999386821,40135.29127434092,41941.202607212814,42227.30619126732]","[0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091]","[40.03920679172079,40.04253676048763,40.039450170215204,40.03730714298017,40.04083049142523,40.038969748352635,40.03400611182795,40.04149342103299,40.014345608019994]","[0.013489143284371613,1.6597848206585795E-17,8.979990828916991E-18,1.5589419054674017E-17,1.735426958308079E-17,1.5548678956806535E-17,2.3062416405452066E-17,1.0808233143026451E-27,8.15124783447734E-18]","[94.22090882579644,94.22090882579644,94.22090882579644,94.22090882579644,94.22090882579644,94.22090882579644,94.22090882579644,94.22090882579644,94.22090882579644]","[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]","[0.8838165449274803,0.9230585454950332,0.9229059259114315,0.9211799926613513,0.9212823274387331,0.9253466177472861,0.9231370553619597,0.9240790783031342,0.9229315143466841]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0]","[2.329951913316372,4.518688056910666E-16,2.388783877664888E-16,2.9718344800885506E-17,8.063762194436287E-17,1.4349559091012263E-19,1.0806560615542359E-16,2.304097212546721E-16,2.3339484198686412E-17]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[109.0,105.0,105.0,103.0,103.0,100.0,104.0,102.0,100.0]","[0.20697462214417997,0.25361784788412156,0.28776329345210166,0.3069170726781384,0.2318342991944782,0.25560513003297963,0.2732393490924742,0.24829629325599398,0.19238746906178977]","[0.9992770920927709,0.999603643696544,0.9981280662631412,0.9969276734877953,0.9873656966100625,0.9897474134443096,0.992805105853051,0.9998363774733637,0.994604755974619]","[0.8249614843882999,0.8249614843882999,0.8249614843882999,0.8249614843882999,0.8249614843882999,0.8249614843882999,0.8249614843882999,0.8249614843882999,0.8249614843882999]","[93.0,92.0,110.0,140.0,114.0,137.0,160.0,114.0,131.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0]","[173.0,190.0,193.0,228.0,261.0,231.0,223.0,251.0,271.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[2.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0]","[4.026244552901015,4.06865782902595,4.125904472735142,4.082435120908644,4.125523672805987,4.087600833677215,4.010903292587434,4.0757582490243,4.110447711434553]","[0.015284183562918769,0.021995822931150998,0.026293299981987064,0.030446160364882825,0.01889968569562587,0.021315380238624785,0.02464814072337138,0.022287218890191092,0.009071814053971271]","[3941.0,3968.0,3986.0,3952.0,3973.0,3984.0,3966.0,3998.0,3978.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[5836.0,5667.0,5555.0,5767.0,5636.0,5567.0,5680.0,5480.0,5605.0]","[547.0,508.0,502.0,426.0,446.0,501.0,510.0,488.0,446.0]","[67.53855213863181,68.23063628170945,70.44094024526018,68.54382294291217,60.6875079533254,64.49142015922068,66.9146425052683,69.44984360717179,66.85032876626991]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.064110627927186E7,2.0321602950162474E7,2.287878534094319E7,1.8734123338217486E7,2.146713560410386E7,2.1081126096756257E7,2.1231569084126335E7,2.218689617921563E7,2.2338244975180417E7]","[0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091]","[29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0]","[4.940703548980698,4.885872994816427,4.9130062356592035,4.886836317967824,4.730296788996261,4.8733183736065335,4.941542625687613,4.916443395450188,4.9680215639759195]","[250.16912640761515,250.5015114884203,250.48326936391126,250.47943682339806,250.35270722866542,250.4913211580225,250.48741908535993,250.47328551794928,250.48999915333403]","[345.36824053845226,346.8598963050576,349.6487511374258,347.2216877776659,349.2965562683175,348.3141845028212,343.42921100235867,346.55675020623573,348.79810313740734]","[910.5406427221029,949.9149338373951,912.2230623818692,905.6351606805289,910.0415879017178,923.5103969754265,938.7258979206081,917.2438563327095,945.6748582230556]","[49677.0,41292.0,39841.0,48897.0,40041.0,40598.0,44956.0,40733.0,41780.0]","[2.086791695302836,2.0874315730098063,2.0882651803980674,2.088761074616357,2.086848171886581,2.08764010636057,2.088282501393505,2.0875238005342647,2.0860945791167245]","[20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[202.0,197.0,215.0,243.0,217.0,237.0,264.0,216.0,231.0]","[0.020751264706091104,0.016305032409744326,0.01734391527731183,0.01679483019675254,0.0157634865893633,0.018508279867099752,0.018841311396208944,0.015965051112417177,0.018135154903234536]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[1.1457245E7,9086783.0,9288442.0,9322707.0,9343560.0,9029022.0,1.018825E7,9017802.0,9167179.0]","[250.38134439253298,250.441067273081,250.4708359612619,250.51434952091503,250.4124673780514,250.4539856745348,250.47543531045267,250.435812348261,250.37270019401464]","[3.272568836702077,3.273133945933578,3.274019907679023,3.275177960015035,3.2727731273436738,3.2730343647939404,3.274069421162766,3.273736996922935,3.2715005194912696]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.009216589861751152,0.009216589861751152,0.009216589861751152,0.009216589861751152,0.009216589861751152,0.009216589861751152,0.009216589861751152,0.009216589861751152,0.009216589861751152]","[231.0,226.0,244.0,272.0,246.0,266.0,293.0,245.0,260.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[40.01463376010711,40.042529009567595,40.012227343036656,40.06173189971766,40.01531367963495,40.039447341905294,40.03878026863945,40.03998702278425,40.016396022585845]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.24316963165074987,0.2411585373209919,0.2424548555711468,0.24653936809354873,0.21632012799249603,0.24668276665315064,0.23270967303208928,0.22774814399583396,0.23842246563874844]","[6.0938388796437835,6.342544126769348,6.3443060200584105,6.339903437072155,6.336184749078431,6.351990480408781,6.342553531198802,6.346933601602701,6.342226007292725]","[0.5781213190825508,3.84897847670167E-17,4.483619082320907E-17,1.7036504695974967E-18,1.6371952436868668E-17,1.0384091099513447E-17,5.551900782847932E-17,3.289474279718515E-17,0.0]","[27207.0548204139,27393.45179584329,27517.716446122467,27282.994328921275,27427.969754251077,27503.909262758465,27379.64461247742,27600.55954631452,27462.48771266411]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[4.915566010659303E-5,1.2395510302314038E-17,1.4538353177734672E-16,4.7081188921683855E-17,8.857891095076148E-19,2.1808456019539517E-17,1.431892205317038E-17,3.2582496176603393E-17,5.721837117828376E-17]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]"
520,1655,5.35636731127211,7.32495623966053,30.0,0.610628523918974,110.0,-0.33249048706240486,-5.13482E7,1,403,"[46.0]","[108.0]","[0.0]","[0.33249048706240486]","[0.0]","[250.62979688571343]","[40.06983031087271]","[110.0]","[0.0]","[257.0]","[0.0]","[0.5]","[3.0]","[180.7242126565672]","[0.8661481707746893]","[40.20583318658218]","[1.021982211992023]","[0.610628523918974]","[30.0]","[0.35784010923270154]","[0.0]","[30.0]","[5.096093467367623]","[367.0]","[145.0]","[0.09167648673181968]","[0.7323829908675799]","[0.8306805531050766]","[143.0]","[1.0]","[55.0]","[267.0]","[1.0]","[59.0]","[2.2007381166252036]","[0.030458598339053636]","[5328.0]","[0.0]","[7950.0]","[488.0]","[42.43260388649168]","[0.0]","[95603.10849532457]","[0.8354472614488123]","[30.0]","[3.129038365522662]","[250.0]","[257.00938428596146]","[636.0189035916709]","[806700.0]","[2.0845550422392245]","[20.0]","[10.0]","[3.0]","[288.0]","[-0.035168583417578364]","[100.0]","[5.13482E7]","[250.20465380362518]","[3.2780178557916337]","[0.0]","[60.0]","[0.009216589861751152]","[318.0]","[0.0]","[39.939322350476225]","[0.10054794520547945]","[-0.21662733451494484]","[2.8089054207027733]","[1.7295766003742132]","[36782.336483928615]","[40.0]","[3.7505556583847355]","[3650.0]","[0.0]","[3650.0]"
520,1655,6.628933190202703,17.955928165046892,6.132523514712698,43.19742310405684,65.68661904646554,-0.9674274103690109,-9257072.0,1,272,"[46.0]","[86.0]","[0.0]","[0.9674274103690109]","[0.0]","[250.49441951682581]","[40.023812173208164]","[65.68661904646554]","[0.0]","[216.0]","[0.0]","[0.5]","[3.0]","[41523.92835913667]","[0.9090909090909091]","[40.01430203329942]","[1.8836646706391783E-17]","[43.19742310405684]","[30.0]","[0.9243405218720487]","[0.0]","[6.0]","[2.267422410232944E-16]","[0.0]","[84.0]","[0.3133730596019875]","[0.9988739594940028]","[0.8405071566957748]","[125.0]","[1.0]","[55.0]","[60.0]","[1.0]","[0.0]","[4.067315447477945]","[0.023773512906921233]","[3198.0]","[0.0]","[4644.0]","[73.0]","[66.15723716574809]","[0.0]","[2.1966158101983275E7]","[0.9090909090909091]","[6.0]","[4.809793503330023]","[250.48802937278234]","[345.63722598313956]","[681.4177693761873]","[56488.0]","[2.088436112004222]","[20.0]","[10.0]","[3.0]","[209.0]","[0.019112821959795454]","[100.0]","[9257072.0]","[250.48839130150154]","[3.273218565689772]","[0.0]","[60.0]","[0.009216589861751152]","[215.0]","[0.0]","[40.038725954431385]","[0.0]","[0.2479382219384973]","[6.34646656440275]","[5.4420848417984314E-17]","[22077.68620037877]","[40.0]","[1.942322639092019E-17]","[3650.0]","[0.0]","[3650.0]"
520,1655,9.870288347003926,3.0692406477358043,17.52860666523131,59.61231278304867,71.09061555567075,-0.9662594352809617,-8671064.0,3,218,"[46.0,46.0,46.0]","[85.0,85.0,86.0]","[0.0,0.0,0.0]","[0.9677976817702846,0.9612962584338581,0.9662594352809617]","[0.0,0.0,0.0]","[250.34339262711114,250.35400373687284,250.47238597387533]","[40.03786793429047,40.03385343215183,40.02635010483452]","[71.09061555567075,71.09061555567075,71.09061555567075]","[0.0,0.0,0.0]","[217.0,217.0,227.0]","[0.0,0.0,0.0]","[0.5,0.5,0.5]","[3.0,3.0,3.0]","[38544.7430697651,45695.8015662,47361.70856033859]","[0.9090909090909091,0.9090909090909091,0.9090909090909091]","[40.01277916583292,40.01612062907376,40.03885192148954]","[2.17307754884702E-17,0.0,2.1615362628869304E-17]","[59.61231278304867,59.61231278304867,59.61231278304867]","[30.0,30.0,30.0]","[0.9237032436187784,0.9221075163709203,0.9220131741849646]","[0.0,0.0,0.0]","[17.0,17.0,17.0]","[1.5616323862859346E-16,0.0,1.974409822333745E-16]","[0.0,0.0,0.0]","[97.0,88.0,91.0]","[0.29203176434745604,0.272386756678076,0.2608602429232598]","[0.9991419539364745,0.9993702719280311,0.9999804305283758]","[0.81456187851979,0.81456187851979,0.81456187851979]","[85.0,113.0,105.0]","[1.0,1.0,1.0]","[55.0,55.0,55.0]","[151.0,129.0,132.0]","[1.0,1.0,1.0]","[2.0,2.0,4.0]","[4.057459638738899,4.126749988908793,4.118582021075906]","[0.02826445874481752,0.025936516225438376,0.019311995841897106]","[3443.0,3439.0,3456.0]","[0.0,0.0,0.0]","[5140.0,5165.0,5058.0]","[232.0,215.0,244.0]","[65.9767370356642,68.18738819045996,69.33376380227081]","[0.0,0.0,0.0]","[2.0390169083905745E7,2.4173079028519824E7,2.5054343828419108E7]","[0.9090909090909091,0.9090909090909091,0.9090909090909091]","[17.0,17.0,17.0]","[4.876600508880439,4.917672729781685,4.994208618882732]","[250.49715443344323,250.3410883452869,250.4847734853877]","[346.23086627432406,349.40097330766645,348.8620512525927]","[343.52930056711006,370.61058601132856,406.38752362949225]","[44189.0,46217.0,47779.0]","[2.0882306731590172,2.0879119016427405,2.087280915018861]","[20.0,20.0,20.0]","[10.0,10.0,10.0]","[3.0,3.0,3.0]","[182.0,201.0,196.0]","[0.019876114510275624,0.01593970122844149,0.015805099296270768]","[100.0,100.0,100.0]","[9336490.0,8647707.0,8671064.0]","[250.48032680226086,250.46252512058675,250.43224113011476]","[3.274623094216733,3.274048434246686,3.2722457636948916]","[0.0,0.0,0.0]","[60.0,60.0,60.0]","[0.009216589861751152,0.009216589861751152,0.009216589861751152]","[199.0,218.0,213.0]","[0.0,0.0,0.0]","[40.01232858614208,40.03992621043248,40.03421868659843]","[0.0,0.0,0.0]","[0.23511360485447125,0.2225576936758595,0.22664871225022187]","[6.344897185264402,6.341862779955204,6.342544964786248]","[5.92006724641323E-17,0.0,1.1328339752679807E-16]","[23769.06616257167,23741.45179584314,23858.81285444308]","[40.0,40.0,40.0]","[0.0,1.8829382497642655E-17,7.785315428934468E-17]","[3650.0,3650.0,3650.0]","[0.0,0.0,0.0]","[3650.0,3650.0,3650.0]"
520,1655,9.996862548028423,11.131934613336496,3.454743096891839,59.906422462143794,107.60307084287173,-0.7226801074045419,-3.47394025E7,4,0,"[46.0,46.0,46.0,46.0]","[109.0,110.0,99.0,108.0]","[0.0,0.0,0.0,0.0]","[0.5830218905019797,0.4179133893062307,0.9319137190758536,0.8623383243071042]","[0.0,0.0,0.0,0.0]","[250.63103696260958,250.6262872147585,250.3498257972721,250.34631752696956]","[40.094157737057024,40.067311654231084,40.02822972627413,40.04872784973144]","[107.60307084287173,107.60307084287173,107.60307084287173,107.60307084287173]","[0.0,0.0,0.0,0.0]","[269.0,267.0,268.0,270.0]","[0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0]","[514.9448695871523,441.30440565201565,30195.93077808921,17987.429723008172]","[0.8912900635773742,0.872841859003179,0.9090909090909091,0.902592252736449]","[40.06658669192757,40.06679781511962,40.03749269174399,40.06559866481983]","[0.7941543947792618,1.498067020263645,3.3697875427370997E-6,0.06716960555356538]","[59.906422462143794,59.906422462143794,59.906422462143794,59.906422462143794]","[30.0,30.0,30.0,30.0]","[0.35807919194207855,0.37362792619996216,0.9074460861828951,0.9006511867009251]","[0.0,0.0,0.0,0.0]","[3.0,3.0,3.0,3.0]","[8.834061730539002,7.290163357816638,0.5987443144190855,0.7485846392094471]","[2.0,367.0,0.0,2.0]","[135.0,130.0,135.0,133.0]","[0.4482637976618191,-0.36153780757353576,0.2221915655333765,0.17474107701155797]","[0.841646566240386,0.8272629253203712,0.9826180740134942,0.8638583716379193]","[0.8394382346713715,0.8394382346713715,0.8394382346713715,0.8394382346713715]","[166.0,180.0,133.0,168.0]","[1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0]","[13.0,34.0,32.0,29.0]","[1.0,1.0,1.0,1.0]","[57.0,56.0,26.0,49.0]","[2.290881130081446,2.0956685447047625,4.068860486671936,4.007044904368502]","[0.061152481609623714,0.03561999479062151,0.012316382444861634,0.023777416105880852]","[5251.0,5293.0,5277.0,5289.0]","[0.0,0.0,0.0,0.0]","[7532.0,7269.0,7369.0,7294.0]","[59.0,35.0,36.0,42.0]","[48.91088557743477,50.50757737549675,66.26369754589516,57.25159343639772]","[0.0,0.0,0.0,0.0]","[272405.83601160464,233450.0305899175,1.5973647381609181E7,9515350.32347134]","[0.8933208389332083,0.838205287862822,0.9090909090909091,0.9090909090909091]","[3.0,3.0,3.0,3.0]","[3.535092119334761,3.4876695583687867,4.8553642556333125,4.182346491449832]","[251.0184997599829,249.24524043162396,250.49176343391005,250.48746407945987]","[259.54028090228815,250.8541392717304,347.71176627712936,343.967786625952]","[491.2703213610626,420.0207939508486,523.0510396975553,454.78071833648244]","[478867.0,515085.0,234309.0,322566.0]","[2.094118623517948,2.0748493904219614,2.086611148617776,2.08748152575912]","[20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0]","[301.0,310.0,268.0,301.0]","[-0.029059298553938,-0.02877554710332181,0.017792718721824214,0.01381749627579931]","[100.0,100.0,100.0,100.0]","[4.6817132E7,4.9458002E7,1.4245162E7,2.2661673E7]","[250.78372930735773,249.48312568018713,250.43592670528082,250.48345645311653]","[3.2841399067930213,3.279763124946921,3.272656560305826,3.274685953486975]","[0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0]","[0.009216589861751152,0.009216589861751152,0.009216589861751152,0.009216589861751152]","[304.0,313.0,271.0,304.0]","[0.0,0.0,0.0,0.0]","[40.06977402457804,40.07219969268058,40.03931986994312,40.013556973883716]","[5.47945205479452E-4,0.10054794520547945,0.0,5.47945205479452E-4]","[-0.14186347850061526,-0.13787864461843974,0.23434870874995894,0.20016545723194515]","[2.761887569616785,2.8574558446628195,6.25383539811996,6.214748480781174]","[2.523159084700644,1.3350042807296412,0.21020965134341787,0.07508187590119081]","[36250.75992438578,36540.71077504819,36430.25330812859,36513.0964083144]","[40.0,40.0,40.0,40.0]","[3.5187641676294916,6.801391489417136,9.190268194125639E-7,0.15770179806827114]","[3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0]"
520,1655,2.6379132915042613,8.596438429356917,0.0,47.572242218638095,103.70341782012014,-0.9164530858742083,-2.7248897E7,1,399,"[46.0]","[105.0]","[0.0]","[0.9164530858742083]","[0.0]","[0.0]","[0.0]","[103.70341782012014]","[0.0]","[263.0]","[0.0]","[0.5]","[3.0]","[16729.950011988643]","[0.9090909090909091]","[0.0]","[0.05480179550324379]","[47.572242218638095]","[30.0]","[0.755341469921074]","[0.0]","[0.0]","[2.7604305778451566]","[0.0]","[131.0]","[0.0]","[0.9846938675308097]","[0.8092063802869988]","[148.0]","[1.0]","[55.0]","[0.0]","[1.0]","[29.0]","[3.868592455860898]","[0.0]","[5046.0]","[0.0]","[7351.0]","[0.0]","[60.688574028360556]","[0.0]","[8850143.556341993]","[0.9090909090909091]","[0.0]","[4.658436877622122]","[0.0]","[337.5882167466577]","[281.78638941399083]","[349874.0]","[2.3296373860778354]","[20.0]","[10.0]","[3.0]","[279.0]","[0.010107485820825577]","[100.0]","[2.7248897E7]","[0.0]","[2.7209920837999584]","[0.0]","[60.0]","[0.4018604651162791]","[279.0]","[0.0]","[0.0]","[0.0]","[0.12116412831253025]","[5.171155995869044]","[1.5748955978080135]","[34835.523629491785]","[40.0]","[0.4716545894078294]","[3650.0]","[0.0]","[3650.0]"
520,1655,3.3821292957536557,8.084318082921053,7.437374759889331,64.64692391364896,109.58723629929591,-0.7629151613632192,-3.38992985E7,2,184,"[46.0,46.0]","[106.0,106.0]","[0.0,0.0]","[0.6153984179046884,0.9104319048217502]","[0.0,0.0]","[250.63202537654192,250.63566885328413]","[40.052685492106264,40.031109046396324]","[109.58723629929591,109.58723629929591]","[0.0,0.0]","[266.0,267.0]","[0.0,0.0]","[0.5,0.5]","[3.0,3.0]","[443.9789040188096,19953.2308029399]","[0.8876566826291442,0.9084026219043856]","[40.06237515319815,40.016678032332926]","[1.3890019201301471,0.18313993348864405]","[64.64692391364896,64.64692391364896]","[30.0,30.0]","[0.3309865875036366,0.766380995722123]","[0.0,0.0]","[7.0,7.0]","[8.252847153525313,3.8249755018563807]","[367.0,0.0]","[139.0,141.0]","[0.12128195689490126,0.19460447338319112]","[0.8686195253714066,0.9384466507477693]","[0.8319625847086708,0.8319625847086708]","[145.0,186.0]","[1.0,1.0]","[55.0,55.0]","[33.0,31.0]","[1.0,1.0]","[56.0,34.0]","[2.10455976983425,3.973788712613581]","[0.013657553015049506,0.013799604655645394]","[5364.0,5295.0]","[0.0,0.0]","[7570.0,8001.0]","[138.0,105.0]","[48.94131149271381,60.3701581917563]","[0.0,0.0]","[234864.84022595081,1.055525909475521E7]","[0.8881161162880578,0.9090909090909091]","[7.0,7.0]","[3.6023123108747623,4.520904212905937]","[250.79005873110603,250.4839396132851]","[250.56667159416202,342.8137799952071]","[384.60113421549164,422.3572778828091]","[416028.0,291345.0]","[2.0855145277776863,2.0867973946201004]","[20.0,20.0]","[10.0,10.0]","[3.0,3.0]","[284.0,327.0]","[-0.028577102150544813,0.007533734544338527]","[100.0,100.0]","[4.8078384E7,1.9720213E7]","[250.32757552827425,250.3963342492474]","[3.27576945527422,3.273298525192639]","[0.0,0.0]","[60.0,60.0]","[0.009216589861751152,0.009216589861751152]","[291.0,334.0]","[0.0,0.0]","[40.206049113485804,40.012794266294186]","[0.10054794520547945,0.0]","[-0.194960170902784,0.1409844265849205]","[2.6474500998540234,5.314932330231071]","[1.9185786931784108,1.1744798443542837]","[37030.86578450026,36554.51795841389]","[40.0,40.0]","[5.864465135654557,0.5131955050596896]","[3650.0,3650.0]","[0.0,0.0]","[3650.0,3650.0]"
