evolution$generation,evolution$evaluated,FUtility,proportionBigHerders,objective$MSTCattleNEC,evolution$samples,evolution$generated,proportionBigHerders,totalGPSeeno,sheepsTempCamp,MSTCattleNEC,cattlesTempCamp,minTransCattlesLiveWeight,meanTransSheepsLiveWeight,SatisfactionMeanTreesInBaldiol,numberofCamps,proportionMediumHerders,totalGPBaldiol,MSTCaangol,thresholdTreeSatisfaction,SheepNECSatifactionIndex,meanGrass,maxTransSheepsLiveWeight,meanFruitsConsumedSheep,goodShepherdPercentage,minTimePresence,meanSheepsGrassEaten,totalGPCaangol,sumMediumHerder,meanLeavesConsumedCattle,trajSatisfactionSangre,sumLargeHerder,transCattlesWeightGain,MSTSheepNEC,MSTTempsPasse,sumSmallHerder,MSTBaldiol,SatisfactionMeanTreesInSangre,totalTransCattles,MSTSeeno,totalGPSangre,meanCattlesNEC,transSheepsWeightGain,totalCattles,totalTreesOldes,totalSheeps,totalTransSheeps,meanSheepsLiveWeight,MSTTrees,totalGrass,totalTransFoyers,meanSheepsNEC,maxTransCattlesLiveWeight,meanCattlesLiveWeight,treesKilled,meanTransCattlesNEC,SatisfactionMeanTreesInSeeno,decreasingFactor,CattleNECSatifactionIndex,totalLocalFoyers,sheepsWeightGain,SatisfactionMeanTreesInCaangol,totalTrees,meanTransCattlesLiveWeight,meanTransSheepsNEC,totalTreesYoung,avgUBTpercamp,MSTTransSheepNEC,totalFoyers,MSTTransCattleNEC,minTransSheepsLiveWeight,MSTSangre,cattlesWeightGain,meanCattlesGrassEaten,meanLeavesConsumedSheep,meanFruitsConsumedCattle,trajSatisfactionSeeno,trajSatisfactionCaangol,trajSatisfactionBaldiol
9130,20964,0.5795681148445175,33.177210369702436,-0.9586770733017563,14,4008,"[33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436,33.177210369702436]","[86.0,85.0,83.0,85.0,88.0,83.0,85.0,85.0,87.0,85.0,87.0,87.0,85.0,86.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.9655345806882727,0.9613880470360044,0.9602231931979216,0.9586582024724356,0.9571765976111748,0.9574670964276122,0.9643432715551975,0.9562589527849246,0.9562847654628477,0.9586959441310771,0.9594042183083279,0.9613829717506719,0.9518556701030928,0.9583493150684931]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[214.0,215.0,213.0,212.0,209.0,208.0,212.0,212.0,214.0,213.0,211.0,215.0,209.0,209.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[48366.86147913375,44666.38675149137,44805.51476989667,45912.719530799965,48108.92684743718,45844.7387992068,45623.71148517076,43542.894679597746,48476.13626252996,47384.70334633503,40545.50969746304,46338.55483709091,44896.475083841586,46175.17960811311]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.0295800329294962E-19,5.41239608953077E-20,2.029028286383907E-18,1.5955821670559993E-17,2.3791457220586638E-18,2.122222455885418E-18,2.0626967084226687E-18,2.389515545386124E-18,1.6629278688127145E-17,2.1550012570749898E-18,0.0,6.248215041761726E-28,5.67441245688319E-28,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]","[0.9194296920914121,0.9228246050984767,0.9233713119355372,0.9212175219556399,0.923415866062581,0.9245940546247678,0.9233556606019491,0.9229107762612409,0.9237467632049476,0.924813465563624,0.9239854404347265,0.9225491476333166,0.9238079057516514,0.9243820102968465]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4.76583542278116E-16,1.8051824173485373E-16,1.300472224972655E-16,2.3446491746878563E-16,1.757883916080936E-17,2.5478858591251387E-17,1.739006222751426E-16,6.704252917349634E-17,1.80340795878198E-17,1.637556885918798E-16,0.0,8.499157595476925E-17,6.923296862885795E-17,1.5936159445911515E-17]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[72.0,65.0,64.0,76.0,69.0,68.0,67.0,68.0,70.0,72.0,69.0,66.0,67.0,74.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.9997026394921483,0.9955909807249363,0.9905219650448748,1.0,0.9998974289763142,0.9996776792908945,0.9997193123824872,0.9999721855225645,0.9977058253770583,0.9998213806070373,1.0,0.9995018679950186,0.9927538483265076,0.9949109589041096]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[92.0,161.0,168.0,129.0,134.0,136.0,137.0,129.0,128.0,132.0,120.0,143.0,127.0,126.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,4.0,0.0,4.0]","[4.119919217694949,4.111797080004744,4.068503915454065,4.131905998278728,4.09653115523403,4.119482613189688,4.126831726833881,4.074464973031109,4.123164336671716,4.104967069802973,3.977854850844178,4.104457405034499,4.104417839543285,4.085786823407815]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2953.0,2979.0,2990.0,2901.0,2934.0,2952.0,2974.0,2937.0,2947.0,2921.0,2973.0,2971.0,2963.0,2923.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4043.0,3881.0,3812.0,4368.0,4162.0,4049.0,3912.0,4143.0,4081.0,4243.0,3918.0,3931.0,3981.0,4231.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[66.14693161394372,66.04661098219927,61.721765325013855,72.79043369389552,66.08629037173836,67.77966853736461,66.70317100838524,68.35201599561263,63.18565249463217,64.98963164382752,66.67447462917315,67.86327341123747,63.62807495002447,62.88547927233019]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.5586069722461775E7,2.3628518591538936E7,2.3702117313275322E7,2.4287828631793156E7,2.5449622302294273E7,2.425186682478041E7,2.4134943375655342E7,2.3034191285507165E7,2.5643876082878347E7,2.506650807021123E7,2.144857462995794E7,2.4513095508821096E7,2.3750235319352176E7,2.442667001269182E7]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4.858136878837646,4.7703616678625025,4.6628029386959025,5.0,4.967828919295892,4.9394063475236365,4.838573067395429,4.909311186347186,4.774017230013812,4.909651764584179,4.934691174423814,4.906286961005919,4.745202105849186,4.754111085761593]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[349.3162324442013,349.0666747080644,347.16123396831057,349.769827449654,348.71747696524153,349.3324014500566,349.5254539277836,347.1847438922268,349.340255997796,348.08144794543847,341.44122370385367,348.1949095565426,348.2696963551499,347.6959109466578]","[51494.0,50675.0,52541.0,58052.0,64264.0,57415.0,52820.0,55248.0,85447.0,61731.0,46732.0,80666.0,47726.0,46644.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[164.0,226.0,232.0,205.0,203.0,204.0,204.0,197.0,198.0,204.0,189.0,209.0,194.0,200.0]","[0.017840303560624896,0.017543441981470332,0.02129304218306841,0.019747642436776337,0.01817948689416119,0.019005731388075608,0.018621393160925453,0.018297145450953376,0.02067992105120736,0.01915540641207907,0.01891635640643754,0.022849392169487507,0.022215316685834485,0.02075315090625824]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[8680086.0,8639104.0,8718419.0,8380319.0,8452828.0,8342424.0,8518848.0,8837020.0,8657608.0,8846401.0,9683043.0,9004144.0,8608540.0,8812148.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[164.0,226.0,232.0,205.0,203.0,204.0,204.0,197.0,198.0,204.0,189.0,209.0,194.0,200.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.22558085383137946,0.2454123276639366,0.25861804275576084,0.2420835371907553,0.22819726024055687,0.24867844509474787,0.25045020723652756,0.23130603201677785,0.257488797008905,0.2432717948822222,0.23775738483412157,0.25510999885956465,0.2521555266665628,0.2580266954056641]","[6.332348374217254,6.343846245231662,6.34222049222023,6.335570874556135,6.343299550179597,6.3466717581778305,6.3468156007699985,6.342920820555453,6.34681517352958,6.347375669857985,6.350804108668024,6.339704006524031,6.344902855197486,6.349328033220429]","[3.8025674983835075E-18,3.231696168455543E-17,3.062684205862501E-17,1.6039649331483088E-19,7.097832038962707E-17,6.317355522082722E-18,4.017550975994305E-17,0.0,3.810018725104466E-17,1.0196506399053941E-20,0.0,3.8246472318019736E-17,4.1203757445295335E-17,4.440892098500626E-18]","[0.0,5.83133702042805E-17,3.086510288151144E-17,4.7968738071722954E-18,1.864295355847731E-17,4.616692384039614E-19,7.734177634253491E-19,4.01248537206426E-17,1.911612436308899E-17,6.546862771328156E-17,0.0,4.829448948040635E-27,1.3505114539460319E-17,9.834786060172497E-19]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]"
9130,20964,0.5877003936091827,13.637950252172864,-0.9579637076993834,18,0,"[13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864,13.637950252172864]","[84.0,84.0,84.0,85.0,84.0,86.0,85.0,85.0,83.0,82.0,84.0,85.0,83.0,87.0,83.0,88.0,84.0,85.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.9566494498091175,0.9591022005671154,0.9609381229059757,0.9584423397422869,0.9558190120381901,0.9531631029531608,0.958399467044177,0.9543844341680482,0.9645004798883169,0.9575279483545899,0.9640903935084199,0.9597797977211624,0.9611044278008459,0.9589367633004141,0.9569771384065607,0.9486305718634486,0.9574683646004901,0.9571173317450863]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[212.0,214.0,211.0,210.0,216.0,209.0,220.0,205.0,213.0,213.0,215.0,215.0,209.0,208.0,219.0,212.0,214.0,213.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[43749.758927579234,46920.21719130699,39546.89502688502,45816.82360200472,45966.80710046607,46437.04967106405,45462.33575642521,49492.877268900425,48482.745932916354,41453.78203388967,47555.467916003516,44237.531197939046,46112.22837091669,46454.419919750486,41397.17066218426,44132.69639334127,44783.89916258461,43758.29290621893]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0846654667134334E-17,6.966712965921326E-18,1.1466125316576016E-17,7.517691483541473E-19,7.873680060609498E-19,1.3013579504899127E-17,1.1556016385288916E-17,7.495773317579906E-19,2.2487319861834383E-18,1.8007993422176917E-8,0.0,2.2071269688024275E-17,1.1597356054810798E-18,6.279573776780327E-19,2.9937164939532557E-18,1.8857599530367184E-11,7.12429222417114E-19,2.4390241897698305E-17]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0]","[0.9233562459274681,0.922522963160028,0.9233308324314832,0.922890978301975,0.9227732256660519,0.9217171059149087,0.9240919609197519,0.9206691059320861,0.9221423990038771,0.8973717623061312,0.9223529695888908,0.924311988971864,0.923598836685128,0.9225865106700682,0.9232392947227033,0.9005199118353195,0.9252222629101835,0.9215684277292318]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.723202534306742E-16,2.5412327982893025E-17,4.8046513182374314E-17,3.083050446253752E-17,7.494704802933445E-17,1.3938124765085398E-16,3.6143794617725994E-17,5.571202065685384E-17,6.393658746176662E-17,0.16934025765616545,1.348607199039689E-16,8.422329163684637E-17,1.2543254866315224E-16,1.457802027766354E-16,8.153294496645324E-17,0.023148797706532394,1.895504192123911E-17,7.44019548118302E-17]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[43.0,41.0,47.0,46.0,44.0,43.0,50.0,50.0,52.0,48.0,53.0,49.0,44.0,47.0,55.0,52.0,42.0,53.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.9744142525638146,0.9949303087183994,1.0,0.9999829275232713,0.9984375259443753,0.9994241142457992,0.9996119415414082,0.9982601867201815,0.9983291161329727,0.9957927885372382,0.9997731437047378,0.9986514744164213,1.0,0.9994106403313158,1.0,0.995225048923679,0.9849017796167597,0.9998882118477115]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[323.0,302.0,276.0,291.0,286.0,310.0,279.0,264.0,262.0,300.0,261.0,272.0,309.0,297.0,244.0,263.0,299.0,246.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[2.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0]","[4.0438614676546925,4.126274423417572,4.052437510409522,4.113877908915545,4.135141761512391,4.0981678210060535,4.133016834539863,4.136008230452696,4.091936420085613,3.9985158821127107,4.088901017034174,4.03812255795371,4.109343371999483,4.101605987337107,4.112681687274983,4.033930854787207,4.033931639238567,4.098354465503968]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3024.0,3035.0,3018.0,3005.0,3019.0,2995.0,2985.0,2999.0,2980.0,2988.0,3003.0,2989.0,3005.0,2981.0,2981.0,3005.0,3024.0,2998.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3599.0,3531.0,3637.0,3718.0,3631.0,3781.0,3843.0,3756.0,3874.0,3824.0,3731.0,3818.0,3718.0,3868.0,3868.0,3718.0,3599.0,3762.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[55.41715349029365,63.51448767123503,66.79451629705308,65.03842458826053,64.52894542952828,64.75738185258211,66.1516483794652,64.31855638122929,65.36581342100571,65.98654833760425,66.70083000093331,65.32301822760157,69.42966575713014,66.14135833652868,71.36824828073561,66.23969165903142,57.88925474837631,65.99128248802224]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.3143622472689383E7,2.482079489420139E7,2.092030746922217E7,2.423709968546049E7,2.4316440956146564E7,2.456519927599286E7,2.4049575615148883E7,2.6181732075248335E7,2.564737259851275E7,2.192905069592767E7,2.515684252756586E7,2.3401654003709733E7,2.4393368808214895E7,2.4574388137548048E7,2.189910328029547E7,2.3346196392077517E7,2.3690682657007296E7,2.3148136947389796E7]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4.504878403096543,4.763805719404279,4.981957738467218,4.968496884928538,4.886869153345258,4.904898621867556,4.883447808054205,4.896511142058661,4.830916027935029,4.814126592868173,4.956858617916821,4.890623967787985,4.941788133648283,4.844475972167463,4.995349753939288,4.9420089015073705,4.429952173398957,4.9655863688598965]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[346.515992945563,349.6233502925469,345.3443749788091,349.30796168279426,349.97910966729285,348.62246562939913,349.80528129936977,350.0,348.5825249046403,344.8589227250015,347.79430589413835,345.6540510713064,348.8366396466885,348.15158313087807,348.7747593030046,346.08867178453505,345.88974324017863,348.3876174524202]","[134393.0,60148.0,67157.0,67775.0,73699.0,57633.0,60372.0,62792.0,66431.0,155659.0,82609.0,108421.0,79963.0,64795.0,73542.0,139083.0,102883.0,54461.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[366.0,343.0,323.0,337.0,330.0,353.0,329.0,314.0,314.0,348.0,314.0,321.0,353.0,344.0,299.0,315.0,341.0,299.0]","[0.018902789026237536,0.019051192599201624,0.018873137545068665,0.017465638093244043,0.015510038360236298,0.019208007300685725,0.017904611769455972,0.017526987966493532,0.018252568621218827,0.020662772399932486,0.01738268188652543,0.01975073756356158,0.02053772276104154,0.013565780184565283,0.018337380601565288,0.01251797784426598,0.021008764109702743,0.018038089652178627]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[9896898.0,8391180.0,9035303.0,8448684.0,8421232.0,8900131.0,8994766.0,8598152.0,8563457.0,1.0741781E7,8927799.0,9418487.0,8790058.0,9042893.0,8352541.0,1.1169351E7,8843017.0,9087479.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[366.0,343.0,323.0,337.0,330.0,353.0,329.0,314.0,314.0,348.0,314.0,321.0,353.0,344.0,299.0,315.0,341.0,299.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.23864875020236923,0.24292915277552213,0.24599619821554303,0.23186137962646552,0.22674301102829691,0.24051605483188232,0.24555754374470146,0.2334671551240153,0.23964202061200549,0.23211943445518135,0.23442711957227683,0.23885683659635176,0.25372721314306845,0.23119144699352728,0.25192616138686746,0.2077535167526353,0.2583704071628609,0.23661337852604913]","[6.3429594262274716,6.3392868299687075,6.349833328096878,6.341517844984013,6.338399129406789,6.340160785210482,6.348146722071573,6.333294758864146,6.340484721793472,6.142976075610695,6.33904046295518,6.344892034844888,6.349465066248614,6.340081518684875,6.345590282848158,6.240476182091798,6.345481266275455,6.340754127112033]","[9.71264785894496E-18,3.046982451872347E-18,1.0746133474228343E-17,4.994240640476027E-18,9.27556392894891E-18,3.073677003037857E-17,1.8234058031412368E-18,2.6871363009271015E-17,2.4043046393156257E-17,0.04197235319302437,1.5557265313218754E-17,2.4733516121633782E-17,1.0758372293556955E-17,8.339990846603892E-18,1.4909438980408282E-17,0.011326088704429667,1.2968556293352858E-17,4.408075178564467E-18]","[1.297930363041805E-17,2.781446752053588E-17,5.973339529116256E-18,1.030006981703473E-17,5.554422612847735E-18,2.1730942365629514E-17,1.2379094501092757E-17,1.8732458307340477E-17,1.437535116610158E-17,4.172302120205966E-8,8.453911801771795E-17,2.424849087357723E-18,2.7722173360187973E-18,1.7634177155011358E-17,1.7450784480270988E-17,7.103845561934048E-10,1.555342834295104E-17,1.2610792308875808E-17]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]"
