CattleNECSatifactionIndex,MSTBaldiol,MSTCaangol,MSTCattleNEC,MSTSangre,MSTSeeno,MSTSheepNEC,MSTTrees,SatisfactionMeanTreesInBaldiol,SatisfactionMeanTreesInCaangol,SatisfactionMeanTreesInSangre,SatisfactionMeanTreesInSeeno,SheepNECSatifactionIndex,TreeDensitySatisfactionOldes,cattlesWeightGain,goodShepherdPercentage,interfaceNumberOfCampI,meanCattlesLiveWeight,meanCattlesNEC,meanFruitsConsumedCattle,meanFruitsConsumedSheep,meanGrass,meanLeavesConsumedCattle,meanLeavesConsumedSheep,meanSheepsLiveWeight,meanSheepsNEC,openmole$experiment,proportionBigHerders,proportionMediumHerders,sheepsWeightGain,sumLargeHerder,sumMediumHerder,sumSmallHerder,totalCattles,totalFoyers,totalGrass,totalSheeps,totalTrees,totalTreesOldes,totalTreesYoung
3.0,1.0,0.9005479452054794,0.4349917436100193,0.9005479452054794,1.0,0.4481977812405517,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.35870324718865215,100.0,90.0,206.6373647040806,2.99574895895645,1849.6787847477317,469.91158808051966,106613.91267359622,4018.282921856161,1069.1009006790814,39.84811353233038,3.240896777772784,6712,10.0,40.0,-0.07320882852292014,54.0,225.0,310.0,6199.0,589.0,5.639875980433237E7,9248.0,7.5100789E7,106306.92060491494,35660.54442344046
3.0,1.0,0.9005479452054794,0.43533041724508237,0.9005479452054794,1.0,0.4453930171036434,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.227424263788032,100.0,80.0,208.79677880721584,3.1697299117564115,1734.9708183734974,512.927038993693,108357.45422451152,4341.819246179959,974.5093770069121,39.9004845317864,3.250623947089248,6711,10.0,40.0,-0.04629143704405714,53.0,205.0,265.0,5783.0,523.0,5.732109328476655E7,8433.0,7.7494184E7,109730.26654064273,36761.574669187146
3.0,1.0,0.9005479452054794,0.44978411455906564,0.9005479452054794,1.0,0.44802037710061193,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2725157435240006,100.0,70.0,201.7558456674026,2.9249308176606803,1394.5618825594443,313.2815714383173,111494.96265058666,3147.1387247479583,785.797814905399,39.87434305717622,3.2454768806073098,6710,10.0,40.0,-0.05536507936507911,39.0,184.0,218.0,4580.0,441.0,5.898083524216027E7,6856.0,7.9429248E7,112456.93950850662,37692.86767485822
3.0,1.0,0.9005479452054794,0.4407747058192353,0.9005479452054794,1.0,0.45069852283701134,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2120104438642302,100.0,60.0,214.28795738242903,3.2333848424560814,1416.9541428621942,355.8935814630714,113553.31230229359,2756.5956234034948,711.8005322753645,39.90188277236398,3.251891751033621,6709,10.0,40.0,-0.04035509138381204,42.0,136.0,205.0,4211.0,383.0,6.006970220791329E7,6426.0,8.0854044E7,114561.86578449905,38281.31758034026
3.0,1.0,0.9005479452054794,0.4517614330874605,0.9005479452054794,1.0,0.46833888303477345,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.24341123913367974,100.0,50.0,209.55364696008908,3.026767502266984,776.4912369882167,236.5726161387257,115204.78685174746,2351.693174217056,627.8013258891564,39.73618412077605,3.2401339744482947,6708,10.0,40.0,-0.056516923076923006,33.0,135.0,157.0,3426.0,325.0,6.094333224457444E7,5298.0,8.2742965E7,117208.04914933837,39205.873345935725
3.0,1.0,0.9005479452054794,0.494720858102869,0.9005479452054794,1.0,0.5027268027914189,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2530378657876705,100.0,30.0,199.5979544224543,2.88261247122618,712.8162764169698,177.5675804438064,118733.56882426386,1352.4352985988726,376.8109873092946,39.88397447072765,3.246696054475688,6706,10.0,40.0,-0.05704485657610133,21.0,81.0,110.0,2188.0,212.0,6.2810057908035554E7,3586.0,8.6943396E7,123447.30812854442,40906.93761814745
3.0,1.0,0.9005479452054794,0.41863435194942045,0.9005479452054794,1.0,0.44477428872497365,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.28942685127251416,100.0,100.0,208.6754371679504,3.196394867619682,2015.688435217302,567.5213406272235,104301.23317790858,4413.46724014059,1145.4036914042142,39.879937013121214,3.246833887881559,6705,10.0,30.0,-0.05083368860084647,67.0,191.0,392.0,6758.0,650.0,5.517535235111366E7,10317.0,7.432573E7,105153.5595463138,35348.76559546314
3.0,1.0,0.9005479452054794,0.4665517386722866,0.9005479452054794,1.0,0.4864994731296101,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.19595889249710619,80.0,50.0,200.7530444938677,2.9319301171544496,796.0891478200892,251.76384219344388,115272.84752128866,2323.951915150743,577.3315584028999,39.90102074336763,3.250017797872669,6420,10.0,40.0,-0.05026915034489538,33.0,135.0,157.0,3426.0,325.0,6.097933633876167E7,5298.0,7.3219649E7,105472.87334593573,32938.56143667297
3.0,1.0,0.9005479452054794,0.4550463178225258,0.9005479452054794,1.0,0.48606387925176153,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.20376036750295298,80.0,60.0,217.84963360158548,3.142733093928546,1057.3748782203795,266.7401536576916,113515.07464030494,3073.7460511813356,768.9069404458055,39.90532569814137,3.24687577868216,6429,10.0,50.0,-0.04213153828203757,49.0,175.0,159.0,4478.0,383.0,6.004947448472134E7,6679.0,7.0849501E7,102163.89603024574,31767.10775047259
3.0,1.0,0.9005479452054794,0.46564214963119077,0.9005479452054794,1.0,0.49984404636459434,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.19921525802511622,80.0,50.0,208.4172427934943,3.0694104257230617,823.2888054139303,226.48919865038803,115425.91271515646,2423.607269501184,624.1368392992277,39.835301589408076,3.230957420617282,6428,10.0,50.0,-0.04250756569431341,33.0,163.0,129.0,3627.0,325.0,6.106030782631775E7,5678.0,7.3264469E7,105496.93572778828,32999.224952741024
3.0,1.0,0.9005479452054794,0.47123088418430886,0.9005479452054794,1.0,0.48927820672478206,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.14190143258791513,80.0,40.0,205.95997492550148,2.9209848714834985,604.0985246777307,189.26321428125217,117239.62094553387,2083.697285157443,528.9858065528816,39.76295857512214,3.232908342138979,6427,10.0,50.0,-0.03339303551979846,32.0,140.0,103.0,3103.0,275.0,6.201975948018746E7,4849.0,7.4620443E7,107382.99243856332,33676.44612476371
3.0,1.0,0.9005479452054794,0.4976156629620057,0.9005479452054794,1.0,0.5013737399844922,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.17033918246992985,80.0,30.0,193.2115781735668,2.8471197057663145,592.9129144477004,164.49056268182852,119019.6931699769,1323.5535115865364,352.3350522665147,39.73441157162359,3.222598306872906,6426,10.0,50.0,-0.042460937640714944,16.0,104.0,92.0,2178.0,212.0,6.296141768691777E7,3399.0,7.7694067E7,111910.87712665406,34958.814744801515
3.0,1.0,0.8005479452054794,0.43537197049525816,0.9005479452054794,1.0,0.499531717597471,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.24858615439140372,80.0,100.0,201.84482492398402,2.9253568068409948,1441.6364821804882,315.41141843119175,105263.57878652465,4510.014501844758,1156.6123722628836,39.88886735415134,3.2481145924070853,6425,10.0,40.0,-0.053501561105156775,64.0,253.0,333.0,6818.0,650.0,5.568443317807154E7,10409.0,6.6205304E7,95319.46880907372,29832.334593572778
3.0,1.0,0.9005479452054794,0.43735702490871453,0.9005479452054794,1.0,0.4868590831918506,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.24271631179474004,80.0,90.0,217.37332170678442,3.200503741784391,1671.143477738431,376.00391781578685,107748.45653275635,4250.416010508607,1046.7379309347757,39.70430328001296,3.22223023319201,6424,10.0,40.0,-0.0538795691082022,54.0,225.0,310.0,6199.0,589.0,5.699893350582808E7,9248.0,6.6448435E7,95874.29867674859,29737.109640831757
3.0,1.0,0.9005479452054794,0.4421441106367375,0.9005479452054794,1.0,0.4994316247151575,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.26802259251939936,80.0,80.0,200.68626560849924,2.8831883256555324,1310.668721427103,285.6280093203427,108916.30147465877,3879.4839488238676,946.5928354894677,39.88733916570731,3.2479111495398314,6423,10.0,40.0,-0.05784374080719519,53.0,205.0,265.0,5783.0,523.0,5.76167234800945E7,8433.0,6.8528646E7,98680.5708884688,30863.18336483932
3.0,1.0,0.9005479452054794,0.4575460503836238,0.9005479452054794,1.0,0.49331283198210796,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.16670798781121351,80.0,70.0,216.3403208622003,3.2363839236460215,1215.330856324477,331.46991710890575,112421.1557809027,3002.8500270792547,789.5377367153026,39.91806422789518,3.253847136553617,6422,10.0,40.0,-0.03911893509401041,39.0,184.0,218.0,4580.0,441.0,5.947079140809754E7,6856.0,6.9640662E7,100531.12098298677,31114.74291115312
3.0,1.0,0.9005479452054794,0.45257913373153547,0.9005479452054794,1.0,0.4724003004399299,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.24293957081210513,80.0,60.0,207.13276026800438,3.0139873977350207,1135.5785786174442,273.50373445108113,113541.36310274455,2717.894778696112,716.5138647342346,39.81241128420822,3.2329536532583454,6421,10.0,40.0,-0.05170745447837127,42.0,136.0,205.0,4211.0,383.0,6.006338108135182E7,6426.0,7.0362827E7,101400.41020793951,31610.604914933836
3.0,1.0,0.9005479452054794,0.47776537982565376,0.9005479452054794,1.0,0.5038127023661271,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.20923401021916258,80.0,40.0,208.20463690706993,2.9929857466831864,727.4952397817619,203.1607874464627,117194.9834019182,1708.0607460687088,512.523668882471,39.88368535385733,3.24396471792163,6419,10.0,40.0,-0.052256725402433556,29.0,104.0,142.0,2910.0,275.0,6.199614621961472E7,4609.0,7.4963861E7,107880.06994328923,33828.55198487713
3.0,1.0,0.9005479452054794,0.44209567966280294,0.9005479452054794,1.0,0.4714731296101159,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.13802626672344756,80.0,50.0,217.826693540739,3.225706956734348,1404.045355213943,309.2565320682678,109216.30499363145,3993.962991920378,916.6031498398465,39.93014822830791,3.255023892225661,6548,40.0,20.0,-0.03974603901336448,125.0,71.0,129.0,5747.0,325.0,5.777542534163101E7,8663.0,7.0227815E7,101613.48960302457,31142.304347826088
3.0,1.0,0.9005479452054794,0.47250193848539673,0.9005479452054794,1.0,0.46777332644094083,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.22799445788036302,80.0,30.0,201.08206830223432,2.9134285627929386,869.394113546098,270.4050122182671,115078.73815253234,2580.772839012016,648.3467258853564,39.87242815259946,3.2384880056159377,6530,40.0,0.0,-0.052935292515293816,90.0,0.0,122.0,3824.0,212.0,6.087665248268956E7,5490.0,7.4044109E7,106954.35916824196,33015.6011342155
3.0,1.0,0.9005479452054794,0.45233374844333746,0.9005479452054794,1.0,0.4722042341220423,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.22643922193522587,80.0,40.0,210.7813349795745,3.141480329758957,1402.5676531523607,279.45011577544994,111874.72743217017,3370.6570022019027,751.2367015927281,39.89226534146196,3.2485581659899063,6531,40.0,0.0,-0.056561269437131356,110.0,0.0,165.0,4801.0,275.0,5.918173081161797E7,6990.0,7.1899011E7,104019.25708884688,31895.697542533082
3.0,1.0,0.9005479452054794,0.4410158061116965,0.9005479452054794,1.0,0.48683161222339305,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.18964938034731954,80.0,50.0,221.6674803386816,3.330100558126955,1244.2951837276746,309.798971837344,110243.00662376251,3612.510743811176,953.6829323778733,39.79973232127335,3.2288504740364994,6532,40.0,0.0,-0.0554197887295103,135.0,0.0,190.0,5877.0,325.0,5.8318550503970355E7,8664.0,6.9724078E7,100642.41587901702,31161.134215500944
3.0,1.0,0.9005479452054794,0.4335126435137165,0.9005479452054794,1.0,0.4677327515290246,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2062418873409315,80.0,60.0,216.89246029708605,3.2635504624098104,1606.8428556567405,377.7962397503561,107391.77836078266,4347.518016779738,1059.5179448207853,39.888334672123726,3.248161194899154,6533,40.0,0.0,-0.056158444340691706,141.0,0.0,242.0,6253.0,383.0,5.6810250752854034E7,9397.0,6.9080189E7,100003.93572778828,30582.432892249526
3.0,1.0,0.9005479452054794,0.42394992700276457,0.9005479452054794,1.0,0.4586512595905942,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.18239662934351297,80.0,70.0,207.8965384253406,3.0844976925305128,1946.6802315915136,429.48842816555884,102541.4953535421,5469.760834879376,1377.1661344862284,39.49793213288458,3.207487288014613,6534,40.0,0.0,-0.056049992440201965,199.0,0.0,242.0,8167.0,441.0,5.424445104202384E7,12435.0,6.5195815E7,94301.27410207939,28942.232514177693
3.0,1.0,0.8005479452054794,0.42034050132271666,0.9005479452054794,1.0,0.46809869299876894,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.20518444718556172,80.0,80.0,207.517550042808,3.166105274593755,2472.197453950687,623.7842314294996,98996.79255469357,6118.439000984112,1529.9305546404291,39.883722448033616,3.2467162515868075,6535,40.0,0.0,-0.055532607502829415,216.0,0.0,307.0,9203.0,523.0,5.236930326143289E7,13712.0,6.3761988E7,92338.64650283555,28194.412098298675
3.0,1.0,0.8005479452054794,0.4229262506686513,0.9005479452054794,1.0,0.4689415540619113,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.20481366821721914,80.0,90.0,210.30507699931243,3.128340967882797,2628.776606675134,567.2388565983653,98830.6169452128,6222.2476283173755,1650.2536870585159,39.88969348753795,3.2489404432442774,6536,40.0,0.0,-0.05244919970166907,215.0,0.0,374.0,9255.0,589.0,5.2281396364017546E7,14281.0,6.305465E7,91226.99621928166,27968.939508506617
3.0,1.0,0.8005479452054794,0.4166641347337542,0.9005479452054794,1.0,0.45677833363891146,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.18975400283095017,80.0,80.0,213.83362499488396,3.1654480453551006,2100.68638825524,552.1409719774657,99747.27159017713,6176.691642157943,1582.2982430908235,39.584609881771584,3.1922275863471627,6551,40.0,20.0,-0.05619801835717752,212.0,102.0,209.0,9220.0,523.0,5.2766306671203665E7,14186.0,6.4521779E7,93174.0,28795.336483931947
3.0,1.0,0.9005479452054794,0.42708725499332156,0.9005479452054794,1.0,0.47497219892523224,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2763177546535385,80.0,70.0,218.5316327662516,3.3190855788390174,1769.196520043962,480.35650832707194,104572.78712912656,5170.498040271726,1221.6320798049971,39.88434306295534,3.243626767325462,6550,40.0,20.0,-0.04954954005593594,176.0,86.0,179.0,7748.0,441.0,5.5319004391307965E7,11810.0,6.6967889E7,96945.31379962193,29648.049149338374
3.0,1.0,0.9005479452054794,0.4359311849493902,0.9005479452054794,1.0,0.4900511463213992,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.16922601016839892,80.0,60.0,218.2412329586751,3.1956215720305017,1362.1718555661096,359.2055356375936,107909.8597015221,3998.348432300471,984.1893005394837,39.88684633287994,3.244246826763491,6549,40.0,20.0,-0.04913812294184314,147.0,77.0,159.0,6473.0,383.0,5.70843157821052E7,9999.0,6.8631467E7,98955.10396975426,30783.01890359168
3.0,1.0,0.9005479452054794,0.42677513171759746,0.9005479452054794,1.0,0.48034056902002104,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.25414616345408386,80.0,100.0,205.07652990534433,2.980124585903814,1650.1160139601302,425.73705031691367,102350.93897704998,5240.163367499174,1361.045650725497,39.87690020017085,3.2458348553973217,6441,20.0,0.0,-0.05912567844405313,127.0,0.0,523.0,7831.0,650.0,5.414364671885942E7,11315.0,6.5286203E7,94221.62948960303,29192.74291115312
3.0,1.0,0.9005479452054794,0.45925180572851804,0.9005479452054794,1.0,0.48927521793275214,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.19889185095562997,80.0,40.0,210.16652755769056,3.033652039466078,697.6375795425832,192.342251798837,115861.79779222849,2566.1041658450927,496.8275331372069,39.85004093336298,3.2326304282749936,6451,20.0,20.0,-0.04513129739731947,57.0,53.0,165.0,3551.0,275.0,6.129089103208879E7,5190.0,7.4355106E7,107276.00756143668,33281.84877126654
3.0,1.0,0.9005479452054794,0.453550012923236,0.9005479452054794,1.0,0.4706254846213492,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.164612195107063,80.0,30.0,212.3138654004311,3.099403157762931,494.98795515964537,188.70139559820126,118644.04378896662,1691.6203039912075,402.5097332631896,39.91626981267115,3.2456720640258943,6450,20.0,20.0,-0.03744002257748519,43.0,47.0,122.0,2664.0,212.0,6.276269916436336E7,4025.0,7.6735017E7,110451.41587901702,34605.327032136105
3.0,1.0,0.9005479452054794,0.42369483667017915,0.9005479452054794,1.0,0.4862617492096944,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.24810907185719766,80.0,100.0,198.80829997563123,2.9230695669339424,1933.7059712919952,462.3793709710544,100432.04501391674,5676.896229615594,1428.085709310954,39.87725242855634,3.246746657827839,6449,20.0,10.0,-0.05535720035343174,144.0,61.0,445.0,8377.0,650.0,5.312855181236197E7,12599.0,6.3806993E7,92077.82419659736,28540.31001890359
3.0,1.0,0.9005479452054794,0.42952485057097006,0.9005479452054794,1.0,0.47321254971277066,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.23399640258020896,80.0,90.0,208.7677048618657,3.004997510867774,1713.9050087911644,404.21377692718136,104511.33566079885,5024.766309548947,1273.2146381543448,39.66025652842682,3.21140879509879,6448,20.0,10.0,-0.05492128356860053,126.0,64.0,399.0,7628.0,589.0,5.528649656456262E7,11426.0,6.5033795E7,94190.31758034027,28746.91304347826
3.0,1.0,0.9005479452054794,0.4326310275282223,0.9005479452054794,1.0,0.48227350113936984,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.226828238208878,80.0,80.0,218.736480938876,3.251163075983064,1330.3115796472962,341.09803281924667,107418.7933919066,4345.082026685303,1040.243661172055,39.91004292111453,3.250178891721144,6447,20.0,10.0,-0.04719422149060124,103.0,57.0,363.0,6393.0,523.0,5.68245417043186E7,9644.0,6.8552409E7,98696.94896030246,30891.725897920605
3.0,1.0,0.9005479452054794,0.43835740688969654,0.9005479452054794,1.0,0.4695113844624608,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.1536445172078816,80.0,70.0,208.99704486065576,3.0864844837209,1127.8403482459003,329.3060302197941,110037.43739784617,3671.927787812204,836.4583778678794,39.9131521863689,3.2522206680103474,6446,20.0,10.0,-0.04334010700084611,85.0,47.0,309.0,5469.0,441.0,5.8209804383460686E7,7860.0,6.944431E7,100047.20037807184,31227.487712665406
3.0,1.0,0.9005479452054794,0.44630065452984724,0.9005479452054794,1.0,0.4814113523373511,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.17449220289795045,80.0,60.0,212.3034000607046,3.169291644568641,1076.3414162521476,319.0659738799564,112620.86314737334,3268.4904923277013,779.1211414362475,39.90886592699898,3.252042247918327,6445,20.0,10.0,-0.04599732384843665,76.0,41.0,266.0,4570.0,383.0,5.95764366049605E7,7239.0,7.0376668E7,101697.51606805294,31339.663516068053
3.0,1.0,0.9005479452054794,0.4783350895679663,0.9005479452054794,1.0,0.5107346680716544,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.1972321485869583,80.0,50.0,217.278270339425,3.2020063539566825,858.2041467290044,244.7899682335712,114491.85580927071,2982.9246665236096,668.5420035939819,39.51219630182834,3.21094491947188,6444,20.0,10.0,-0.04525374300356057,63.0,41.0,221.0,3998.0,325.0,6.056619172310421E7,5877.0,7.1931428E7,103725.70132325141,32250.533081285444
3.0,1.0,0.9005479452054794,0.4632637608966376,0.9005479452054794,1.0,0.48179128268991284,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.1979215687256606,80.0,40.0,211.45345776567774,3.1321938420181845,746.2432778972369,207.40790688881017,115096.33017873221,2478.6373105106077,488.3571882526188,39.87811725977615,3.242156213535458,6443,20.0,10.0,-0.04928806525492876,63.0,18.0,194.0,3636.0,275.0,6.0885958664549336E7,5211.0,7.4479834E7,107163.09829867675,33630.53875236295
3.0,1.0,0.9005479452054794,0.49858619798397513,0.9005479452054794,1.0,0.5070573791677436,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.20660090453978797,80.0,30.0,194.0974008483325,2.6409123346304653,770.8502756376793,193.37187820656195,118029.7042034039,1705.8662141421933,374.04017509390025,39.72696444644345,3.2050006725206135,6442,20.0,10.0,-0.055108569521961116,38.0,17.0,157.0,2559.0,212.0,6.243771352360066E7,3663.0,7.7063057E7,111076.94139886579,34599.914933837426
3.0,1.0,0.9005479452054794,0.45821708491290086,0.9005479452054794,1.0,0.46585157103984,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2056027164685914,100.0,90.0,180.82302027354532,2.4133596591706143,1191.373646470855,296.7267698824515,109769.97334588485,3535.746004176827,814.9185499297678,39.865494742445506,3.2442917603330845,6664,0.0,40.0,-0.06103904923599294,0.0,215.0,374.0,4825.0,589.0,5.806831589997308E7,6976.0,7.8102249E7,110602.94896030246,37038.35349716446
3.0,1.0,0.9005479452054794,0.4478042654138661,0.9005479452054794,1.0,0.46536502546689307,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.1343350708392457,100.0,90.0,221.1451504491847,3.31503200664848,1755.3219603075975,470.3935456259872,111697.9494753474,3544.7821833645808,834.8594055436324,39.935853992565676,3.256616895154113,6672,0.0,50.0,-0.024140458975995704,0.0,279.0,310.0,4964.0,589.0,5.908821527245878E7,7493.0,7.7540312E7,109693.19470699433,36885.844990548205
3.0,1.0,0.9005479452054794,0.443976531601142,0.9005479452054794,1.0,0.4510353859451531,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2178573349560033,100.0,80.0,216.12018696488607,3.2195825694534856,1253.2722588981226,284.19658465055613,113331.69652155948,2918.4597906874974,749.6120343129535,39.91783491885345,3.2532685897122366,6671,0.0,50.0,-0.03512045889101334,0.0,258.0,265.0,4368.0,523.0,5.995246745990493E7,6803.0,7.9106381E7,111964.93005671077,37574.54253308129
3.0,1.0,0.9005479452054794,0.4516025222874538,0.9005479452054794,1.0,0.47297797657875934,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.20000000000000046,100.0,70.0,220.604830635098,3.2515184817222664,864.8730654489092,244.17575172504036,114774.2102736778,2638.015372368274,632.3232106571947,39.879608485652874,3.2476446852435656,6670,0.0,50.0,-0.03857552488042346,0.0,223.0,218.0,3765.0,441.0,6.0715557234775566E7,5541.0,8.0897014E7,114436.5595463138,38487.85255198488
3.0,1.0,0.9005479452054794,0.4682256160806896,0.9005479452054794,1.0,0.4939239600844093,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.24490861618799015,100.0,60.0,203.25678705571508,2.917900315403208,753.7969768508397,240.442066274036,115859.563652357,2216.619443857063,498.7729185191873,39.881535641813144,3.247385975342647,6669,0.0,50.0,-0.05670557650561923,0.0,178.0,205.0,3156.0,383.0,6.128970917209682E7,5041.0,8.2142532E7,116148.59168241966,39130.296786389416
3.0,1.0,0.9005479452054794,0.47296522655426765,0.9005479452054794,1.0,0.4906697576396207,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.23382547719952895,100.0,50.0,195.51438153020874,2.7442449021214346,595.4951572523114,185.51653663406907,117103.16156892422,1631.6799778236318,416.81475769729093,39.87184664919903,3.245231943544299,6668,0.0,50.0,-0.05754996550881504,0.0,168.0,157.0,2656.0,325.0,6.194757246996092E7,4308.0,8.4509694E7,119516.10964083175,40237.565217391304
3.0,1.0,0.9005479452054794,0.4784717310087173,0.9005479452054794,1.0,0.5064448318804483,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.20661217662926656,100.0,40.0,200.77006794338624,2.8516413270788363,536.4508868311711,195.78093297315345,118587.91024259706,1639.833044592938,390.0694773155579,39.88808119347355,3.2492657966810783,6667,0.0,50.0,-0.047650909090909126,0.0,133.0,142.0,2310.0,275.0,6.273300451833387E7,3644.0,8.5388662E7,120925.30056710776,40489.93950850661
3.0,1.0,0.9005479452054794,0.46560739209097957,0.9005479452054794,1.0,0.5014732489015249,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.19481132075471708,100.0,30.0,202.55683333582218,2.90329876033165,455.78602075940677,125.78190664874083,120395.20618330469,1149.502895670337,251.0242428715685,39.93014223512337,3.2551468416735054,6666,0.0,50.0,-0.028528301886792475,0.0,102.0,110.0,1758.0,212.0,6.368906407096816E7,2756.0,8.8283438E7,125182.96975425331,41704.436672967866
3.0,1.0,0.9005479452054794,0.43569736564805056,0.9005479452054794,1.0,0.47019768177028454,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2091067228319152,100.0,100.0,224.597121257387,3.3769842274133937,1540.5784661667444,466.43574787004286,110853.00435435578,3481.1531201908174,927.1749975877764,39.899877168924554,3.247033519997664,6665,0.0,40.0,-0.036558014443403127,0.0,258.0,392.0,5233.0,650.0,5.864123930345426E7,8137.0,7.6185029E7,107867.4877126654,36149.58034026465
3.0,1.0,0.9005479452054794,0.4540401791560806,0.9005479452054794,1.0,0.47618638518557327,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.27855755739326843,100.0,80.0,196.27636403702272,2.7911560859914095,1217.947672113222,300.79025331698915,112000.35061398718,3003.9428378934576,703.6040124552956,39.75686269415456,3.2196598163020496,6663,0.0,40.0,-0.06638623326959812,0.0,216.0,307.0,4288.0,523.0,5.924818547479923E7,6417.0,7.8773706E7,111445.18147448015,37465.41587901701
3.0,1.0,0.9005479452054794,0.4646364116422825,0.9005479452054794,1.0,0.4753511632963688,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.19474856888400477,100.0,70.0,217.87799480077055,3.2415860344622813,975.6934365230413,273.6983607124417,114984.2020543588,2682.699293388417,649.5564680344045,39.930462608695656,3.255547273982068,6662,0.0,40.0,-0.03479365079365082,0.0,199.0,242.0,3612.0,441.0,6.082664288675578E7,5750.0,8.1170371E7,114809.44801512288,38631.706994328924
3.0,1.0,0.9005479452054794,0.42478343288386566,0.9005479452054794,1.0,0.4143152473264423,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.30013283493050025,100.0,60.0,201.72808781013484,3.060148583125303,1563.9770515123957,422.4471757533758,108643.38619986529,3980.76838793288,954.6481632496273,39.85085393485718,3.242833196280631,6773,30.0,0.0,-0.06809604333521711,117.0,0.0,266.0,5630.0,383.0,5.7472351299728714E7,8509.0,7.8590058E7,111406.92060491494,37156.51606805293
3.0,1.0,0.9005479452054794,0.4346920137918181,0.9005479452054794,1.0,0.4158941384773087,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2940027579112256,100.0,70.0,194.4187842803271,2.827270100365867,1809.6451674866773,414.03020843172544,106489.91773480395,4785.582269778791,1160.8945312248802,39.84659501854792,3.240220841959959,6774,30.0,0.0,-0.06831746031745986,132.0,0.0,309.0,6534.0,441.0,5.633316648171134E7,9435.0,7.5588743E7,107372.0472589792,35517.82608695652
