CattleNECSatifactionIndex,MSTBaldiol,MSTCaangol,MSTCattleNEC,MSTSangre,MSTSeeno,MSTSheepNEC,MSTTrees,SatisfactionMeanTreesInBaldiol,SatisfactionMeanTreesInCaangol,SatisfactionMeanTreesInSangre,SatisfactionMeanTreesInSeeno,SheepNECSatifactionIndex,TreeDensitySatisfactionOldes,cattlesWeightGain,goodShepherdPercentage,interfaceNumberOfCampI,meanCattlesLiveWeight,meanCattlesNEC,meanFruitsConsumedCattle,meanFruitsConsumedSheep,meanGrass,meanLeavesConsumedCattle,meanLeavesConsumedSheep,meanSheepsLiveWeight,meanSheepsNEC,openmole$experiment,proportionBigHerders,proportionMediumHerders,sheepsWeightGain,sumLargeHerder,sumMediumHerder,sumSmallHerder,totalCattles,totalFoyers,totalGrass,totalSheeps,totalTrees,totalTreesOldes,totalTreesYoung
3.0,1.0,0.9005479452054794,0.44463893116861153,0.9005479452054794,1.0,0.48408844917977334,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.1666406798577237,80.0,50.0,214.5543914753315,3.2185832184258,1099.2524977769535,295.99409207848726,110015.10854799628,3645.7984494858656,1002.5619979504688,39.69028968884385,3.2034922645766706,4804,40.0,0.0,-0.036569549965258866,124.0,0.0,200.0,5575.0,324.0,5.8197992421890035E7,8294.0,6.9239383E7,100012.67485822306,30874.627599243857
3.0,1.0,0.9005479452054794,0.4656034168446273,0.9005479452054794,1.0,0.4857575915412261,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2023170122689091,80.0,40.0,211.12993125429182,3.0808108571284403,1094.658101896625,314.8770158234166,113063.56168847324,3277.1800060844735,794.8202441461864,39.88135313604398,3.2409952642254023,4803,40.0,0.0,-0.04772526739279838,107.0,0.0,156.0,4483.0,263.0,5.981062413320239E7,6667.0,7.1297635E7,103065.11153119092,31713.026465028357
3.0,1.0,0.9005479452054794,0.47913107708836955,0.9005479452054794,1.0,0.4963000268600591,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.14240729486036913,80.0,30.0,208.21235812765036,3.07576685137356,726.0102775046313,215.86752854424756,115132.44786205256,2599.67147218821,605.8266612946942,39.876474787279,3.2416996438202608,4802,40.0,0.0,-0.03769361493759232,77.0,0.0,127.0,3495.0,204.0,6.090506491902577E7,4899.0,7.4907861E7,108457.85822306239,33144.90359168242
3.0,1.0,0.8005479452054794,0.41890496709327507,0.9005479452054794,1.0,0.47213668617488797,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.16774865561056826,80.0,100.0,216.36359237564366,3.214767184738068,1890.866903204712,599.952089080271,97964.64695602875,6262.212432755728,1928.4124317115816,39.90938477929135,3.2504225035655026,4801,30.0,50.0,-0.03696738485561397,177.0,305.0,157.0,9484.0,639.0,5.1823298239739284E7,15606.0,6.2966441E7,90991.51606805294,28037.672967863895
3.0,1.0,0.8005479452054794,0.427829974419661,0.9005479452054794,1.0,0.4713098567979153,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.23996052095241568,80.0,90.0,213.4535448848577,3.0441831735911244,2029.4536289136536,534.535572405213,98360.90175751013,7069.076514472859,1959.369609871082,39.88550198921599,3.2473022466553747,4800,30.0,50.0,-0.055616105694561345,173.0,276.0,124.0,9282.0,573.0,5.203291702972289E7,14456.0,6.4835609E7,93905.21172022684,28657.37618147448
3.0,1.0,0.8005479452054794,0.42979151989562947,0.9005479452054794,1.0,0.4863906066536203,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.18635358068216454,80.0,80.0,211.83974006466565,3.172383451399987,1768.2904965215175,458.19535947458974,100476.10905373821,5503.493069542183,1421.1799278281414,39.75918625613999,3.23427655403192,4799,30.0,50.0,-0.044460643789460526,154.0,275.0,96.0,8572.0,525.0,5.315186168942755E7,13033.0,6.4870201E7,93861.62570888469,28766.353497164462
3.0,1.0,0.9005479452054794,0.42773880459487684,0.9005479452054794,1.0,0.47439400454573377,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2172997265301789,80.0,70.0,209.11030120889535,3.153356189455389,1585.0121766070713,438.72711349609585,104114.25064021758,5378.40468574331,1303.312366849775,39.8944083625569,3.2490997177203464,4798,30.0,50.0,-0.04925320853218831,147.0,214.0,85.0,7693.0,446.0,5.5076438588675074E7,11627.0,6.6488991E7,95963.82797731568,29724.24574669187
3.0,1.0,0.9005479452054794,0.44189849422368466,0.9005479452054794,1.0,0.4846160449229229,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.15327871413715025,80.0,60.0,207.10936384272995,3.0359260505358066,1210.1970973861125,377.0903419944357,108638.32050162449,4009.9409163915775,1111.478090682661,39.81086141312801,3.234815877968456,4797,30.0,50.0,-0.04263609643412024,105.0,195.0,83.0,5974.0,383.0,5.746967154535933E7,9264.0,6.7956946E7,98081.30812854442,30381.72778827977
3.0,1.0,0.9005479452054794,0.43913730820129476,0.9005479452054794,1.0,0.4350334418255303,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2989773068466243,100.0,60.0,201.89731795413823,3.007716229515857,1740.467136229178,466.4205796943808,107378.75789520473,4181.286742325853,948.2116797012419,39.84015732052211,3.228964369227401,5061,30.0,20.0,-0.06023569859742017,119.0,57.0,207.0,6191.0,383.0,5.6803362926563255E7,8632.0,7.6027213E7,108269.15311909263,35449.58601134216
3.0,1.0,0.9005479452054794,0.404416553109087,0.9005479452054794,1.0,0.38707547395347724,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.31433570613922757,100.0,90.0,204.70313455901015,3.092100425239172,2217.4627455823975,631.3790718873887,99812.53217729142,5457.927583840064,1352.1622240289478,39.86758075574672,3.2437792117524644,5056,30.0,10.0,-0.062234628409317067,170.0,44.0,359.0,8458.0,573.0,5.280082952178716E7,12543.0,7.1862127E7,102118.49149338374,33726.739130434784
3.0,1.0,0.9005479452054794,0.407275494672755,0.9005479452054794,1.0,0.3885188758119493,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.3198955758518245,100.0,100.0,219.74324240375043,3.3700064654326547,2764.6413152743157,597.4061544203632,96714.28349191358,7443.497747437854,1556.5264699174154,39.83866561566094,3.240952048485475,5057,30.0,10.0,-0.07081064162754304,196.0,55.0,388.0,9887.0,639.0,5.1161855967222266E7,14294.0,7.0197364E7,99938.02268431002,32760.207939508506
3.0,1.0,0.9005479452054794,0.4863188289014236,0.9005479452054794,1.0,0.4795259199570239,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.23333333333333356,100.0,30.0,196.34430093086013,2.7732194066803637,1027.6259858619303,300.06479469445276,116330.92531157969,2048.6154455745004,544.9491396169451,39.87960322952712,3.2451014492753587,5058,30.0,20.0,-0.04886274509803925,54.0,41.0,109.0,2987.0,204.0,6.1539059489825636E7,4335.0,8.4538723E7,120292.07939508506,39516.470699432895
3.0,1.0,0.9005479452054794,0.457933225688838,0.9005479452054794,1.0,0.4305536746705558,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2794676806083656,100.0,40.0,203.62541690500046,2.9209165468952523,1037.5557402947436,301.7646013837139,113102.75171257922,2914.4943261641156,698.309664285792,39.85121162585684,3.24129973145415,5059,30.0,20.0,-0.06643346007604559,80.0,53.0,130.0,4160.0,263.0,5.983135565595441E7,6009.0,8.1955616E7,116527.75236294896,38397.797731569
3.0,1.0,0.9005479452054794,0.4799597099113618,0.9005479452054794,1.0,0.47240263228579105,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2878694637115606,100.0,30.0,204.56219633620339,3.0042528903545858,714.3397753559286,233.87698666334728,116855.5826976685,2114.611540134424,478.86720242319115,39.685291774018594,3.2080332298089944,5066,30.0,30.0,-0.06203921568627455,54.0,63.0,87.0,2807.0,204.0,6.181660324706672E7,4401.0,8.4447229E7,120255.12098298677,39380.47258979206
3.0,1.0,0.9005479452054794,0.39910605183613096,0.9005479452054794,1.0,0.3638343301820053,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.24955289522734134,100.0,100.0,225.15266122313236,3.4569412082857274,3191.523881489909,896.2653254543684,97209.24535550251,6674.8364428688365,1545.7874005355347,39.78111910567909,3.2349301703673468,5065,30.0,20.0,-0.04171517996870087,184.0,120.0,335.0,9950.0,639.0,5.142369079306085E7,14114.0,7.0838056E7,100619.81474480151,33289.55387523629
3.0,1.0,0.9005479452054794,0.40805278634440223,0.9005479452054794,1.0,0.3871218532597002,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.3441997331952118,100.0,90.0,210.05504805372524,3.1067923244979503,2533.7161350022157,608.9244119947626,99016.26619653418,6133.2329257585825,1514.381987140447,39.849267307356854,3.241447477702734,5064,30.0,20.0,-0.07011565629465219,172.0,98.0,303.0,8470.0,573.0,5.237960481796653E7,13202.0,7.2359558E7,102951.81096408318,33833.74291115312
3.0,1.0,0.9005479452054794,0.41264187866927593,0.9005479452054794,1.0,0.39513894324853227,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.29913580988532684,100.0,80.0,211.07922126651343,3.220195672937189,2684.07528277127,603.2090154171881,100959.44634627018,6158.492745084616,1511.2679780502124,39.85630802487171,3.2431464638960135,5063,30.0,20.0,-0.06623040389845553,163.0,84.0,278.0,8220.0,525.0,5.340754711717689E7,12172.0,7.3117111E7,103807.98109640832,34409.62003780718
3.0,1.0,0.9005479452054794,0.4334394004545734,0.9005479452054794,1.0,0.4221057804533448,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2628284606686266,100.0,70.0,199.75845520684578,2.8569753152914625,1641.7571434224744,580.9382163881012,105533.90651388951,4622.2157280075235,1181.7882087963562,39.86698473493751,3.243718530003957,5062,30.0,20.0,-0.06563553884999888,124.0,84.0,238.0,6530.0,446.0,5.582743654584762E7,9849.0,7.5630656E7,107464.41776937619,35504.68620037807
3.0,1.0,0.9005479452054794,0.43822425164890916,0.9005479452054794,1.0,0.43098342634872316,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2847918574569269,100.0,50.0,199.52556885725744,2.8591460388833867,1718.7376142710077,361.6370231497342,109121.17264076346,3883.085403407875,911.9165032380103,39.84217294687683,3.240228513299865,5060,30.0,20.0,-0.06602469135802448,101.0,76.0,147.0,5172.0,324.0,5.7725100326963864E7,7846.0,7.860907E7,111956.1190926276,36643.25708884688
3.0,1.0,0.9005479452054794,0.4251511141314067,0.9005479452054794,1.0,0.46061518652312317,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.19484584480918365,80.0,60.0,218.70860411521218,3.329631498744504,1519.9035850545267,397.26279152579576,107254.01565593884,4634.958705659543,1217.8315347459654,39.91221874248895,3.251633509439165,4821,40.0,20.0,-0.04072810423210906,156.0,77.0,150.0,6999.0,383.0,5.673737428199164E7,10545.0,6.7374285E7,97477.57466918715,29884.022684310017
3.0,1.0,0.9005479452054794,0.436586430129833,0.9005479452054794,1.0,0.48884724060231055,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.14611272369287356,80.0,60.0,215.00807457000047,3.138771546031648,1704.7811899044425,380.54223727189117,107258.53981735275,4572.0381621596,1221.7359724205426,39.67410878370556,3.225604975169446,4829,40.0,30.0,-0.04105900826497095,147.0,121.0,115.0,6738.0,383.0,5.673976756337964E7,10375.0,6.7724966E7,97771.21172022684,30253.29867674858
3.0,1.0,0.9005479452054794,0.4385295112464062,0.9005479452054794,1.0,0.47146118721461183,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.1972391201250386,80.0,50.0,213.09670208137473,3.1863193331199993,1228.657221085985,339.83578551156245,109325.46187813107,3712.7248788819315,954.7318286525712,39.886729032725576,3.247992484123966,4828,40.0,30.0,-0.054277730741949505,126.0,100.0,98.0,5759.0,324.0,5.783316933353128E7,8703.0,6.8963743E7,99887.98298676749,30478.260869565216
3.0,1.0,0.9005479452054794,0.449807802489713,0.9005479452054794,1.0,0.4673743424136674,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.15748121847274743,80.0,40.0,205.75363458772063,3.0414950510622205,1171.1018234692062,300.0544468054467,112049.85001299935,3142.50356556253,815.2464628475427,39.86259114476536,3.241745890302525,4827,40.0,30.0,-0.048081606623977514,101.0,85.0,77.0,4705.0,263.0,5.927437065687667E7,7065.0,7.0856344E7,102514.07372400757,31429.865784499056
3.0,1.0,0.9005479452054794,0.4651463873220521,0.9005479452054794,1.0,0.47817082997582594,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.12643365913076451,80.0,30.0,199.99608791617914,2.809229012727371,1168.2898440909166,276.89184716840293,114393.28939779813,3018.4212434110113,664.3689954297231,39.90527399111788,3.250246384633848,4826,40.0,30.0,-0.039588449358229534,87.0,66.0,51.0,4033.0,204.0,6.051405009143523E7,5955.0,7.3519185E7,106687.26086956522,32290.404536862003
3.0,1.0,0.8005479452054794,0.4209848436126653,0.9005479452054794,1.0,0.48020451475979165,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.15737080802011294,80.0,100.0,214.61736940728764,3.2255021647324225,2374.7234077445833,549.2819309890125,94030.8100539699,7724.458277832475,1877.6264692659306,39.66631394169564,3.22336322413525,4825,40.0,20.0,-0.043389617911934936,244.0,129.0,266.0,10897.0,639.0,4.974229851855009E7,16866.0,6.247729E7,90341.93383742911,27762.584120982985
3.0,1.0,0.8005479452054794,0.42562098065935117,0.9005479452054794,1.0,0.4807210308637548,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.20935362464005297,80.0,90.0,216.41844176930343,3.2276487636879043,2340.596015339394,625.9754344414802,99659.83495655048,6336.955673460226,1754.7965811658235,39.78556415455998,3.2347581563319965,4824,40.0,20.0,-0.056699043134164684,224.0,108.0,241.0,9913.0,573.0,5.272005269201523E7,15036.0,6.2444368E7,90349.43100189036,27692.852551984877
3.0,1.0,0.9005479452054794,0.4310590998043053,0.9005479452054794,1.0,0.4838074363992172,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.19573504021063776,80.0,80.0,206.45616969297467,3.0316446941936714,1900.0565295315555,494.8499631726149,98964.04851332835,5906.590333403395,1559.7070878613956,39.81083569207976,3.2424864007582888,4823,40.0,20.0,-0.05247586836017687,197.0,95.0,233.0,8986.0,525.0,5.235198166355066E7,13450.0,6.4420452E7,93215.0,28562.792060491494
3.0,1.0,0.8005479452054794,0.43743473186313653,0.9005479452054794,1.0,0.4697192702254438,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.1517828505970136,80.0,70.0,205.7116923931807,2.93418183875663,1591.2171183516477,421.0034283690847,100424.51265093604,5424.263740727654,1309.371162390789,39.74054860923361,3.2171289711223165,4822,40.0,20.0,-0.047691676278165736,181.0,79.0,186.0,8166.0,446.0,5.312456719234515E7,11976.0,6.6555433E7,96154.96786389414,29658.705103969754
3.0,1.0,0.9005479452054794,0.4438195501437511,0.9005479452054794,1.0,0.46465922543548116,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.21729474630656653,80.0,50.0,199.20686243106502,2.8732730502441077,1569.4291066598712,369.9529921804522,109231.51669196392,4282.516082648329,1020.2952484041456,39.89879661912841,3.249734416234343,4820,40.0,20.0,-0.04969888902564135,121.0,80.0,123.0,5757.0,324.0,5.7783472330048926E7,8235.0,6.8876883E7,99768.18336483932,30433.863894139886
3.0,1.0,0.9005479452054794,0.4541663628313975,0.9005479452054794,1.0,0.4805135684150216,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.18068424643168768,80.0,40.0,223.30691347386198,3.3034465790512084,999.5598255434629,321.848961724626,113243.63894743669,3068.3639419305023,776.2102073112299,39.9159598796595,3.2525877220173207,4819,40.0,20.0,-0.037886783105106396,101.0,66.0,96.0,4556.0,263.0,5.990588500319405E7,7196.0,7.0738407E7,102219.7561436673,31501.240075614365
3.0,1.0,0.9005479452054794,0.4696296296296296,0.9005479452054794,1.0,0.48755707762557077,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.18148148148148177,100.0,50.0,206.9995903487895,3.0345095424472275,765.2106900715228,171.02796633455043,117940.42217645202,1671.641572492655,408.14897940330974,39.914027465041535,3.252717896251021,4924,0.0,30.0,-0.04331654100111076,0.0,99.0,225.0,2560.0,324.0,6.239048333134316E7,3749.0,8.4388118E7,119644.98109640832,39878.87145557656
3.0,1.0,0.9005479452054794,0.4867112557673737,0.9005479452054794,1.0,0.5135705855001967,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.255048711395117,100.0,60.0,201.08721859525772,2.934586866097031,703.6186720834631,178.21783359823726,116452.45419598916,1844.837998284416,488.15667450694525,39.88333549003225,3.2467590765842274,4925,0.0,30.0,-0.05614621409921653,0.0,111.0,272.0,2949.0,383.0,6.160334826967829E7,4436.0,8.2827713E7,117383.09451795841,39191.03213610586
3.0,1.0,0.9005479452054794,0.4727716690214387,0.9005479452054794,1.0,0.49290128386264515,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.13593398346049212,100.0,70.0,202.79830669766918,2.927682867941227,1079.1547066131734,229.45284353223616,114649.11716772623,2612.042445205361,551.069606513705,39.87443189582612,3.248547567288267,4926,0.0,30.0,-0.038961536337416953,0.0,126.0,320.0,3474.0,446.0,6.0649382981727205E7,5130.0,8.0852494E7,114595.3572778828,38244.89603024575
3.0,1.0,0.9005479452054794,0.4476634050880626,0.9005479452054794,1.0,0.46703926940639273,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.16475294559455808,100.0,80.0,210.1079703922096,3.0635445167447473,1005.9945010695892,279.9724253601282,113351.91354900533,2560.913723097058,699.0470520850614,39.91828037452879,3.253225491167414,4927,0.0,30.0,-0.034146189955461446,0.0,154.0,371.0,4034.0,525.0,5.996316226742383E7,6123.0,7.8782208E7,111601.27788279773,37325.391304347824
3.0,1.0,0.9005479452054794,0.45840039314454206,0.9005479452054794,1.0,0.4694600405430309,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.283532343118575,100.0,70.0,212.59576598414088,3.07742371440442,819.5034890500154,233.66222995530322,114921.36476412736,2749.2404794689146,643.900517624485,39.82456325143554,3.241810807338736,4934,0.0,40.0,-0.056060756268770405,0.0,166.0,280.0,3633.0,446.0,6.079340196022336E7,5474.0,8.0612218E7,114317.31379962193,38068.73156899811
3.0,1.0,0.9005479452054794,0.46945885045960156,0.9005479452054794,1.0,0.49850280768267824,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.19373368146214137,100.0,60.0,196.9915920502429,2.8133593204772986,472.6049698842283,190.04285160361965,116011.24554175793,1784.6861892403479,505.0845637557234,39.897681135241925,3.249919840802348,4933,0.0,40.0,-0.04386422976501306,0.0,146.0,237.0,2906.0,383.0,6.136994889159003E7,4902.0,8.2363688E7,116637.93383742911,39059.018903591685
3.0,1.0,0.9005479452054794,0.48255200405885335,0.9005479452054794,1.0,0.512512261119567,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2398148148148153,100.0,50.0,193.84252382925516,2.7588408308140693,704.7972231652031,209.457465740476,117055.19012765717,1896.170879040513,433.15576622906633,39.86927854995854,3.2450704649951243,4932,0.0,40.0,-0.06325925925925908,0.0,124.0,200.0,2625.0,324.0,6.192219557753063E7,3979.0,8.378737E7,118717.83364839319,39670.389413988654
3.0,1.0,0.9005479452054794,0.4850158862440752,0.9005479452054794,1.0,0.5046106568050419,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.22357414448669236,100.0,40.0,206.04026100133453,2.9590911117620995,502.907840899342,144.49418213811677,118818.75620451958,1537.4425128489372,343.9008227046785,39.85583309637077,3.240101485558064,4931,0.0,40.0,-0.0488435622831346,0.0,107.0,156.0,2193.0,263.0,6.285512203219085E7,3232.0,8.6202507E7,122153.49527410208,40800.20415879017
3.0,1.0,0.9005479452054794,0.4959857641686811,0.9005479452054794,1.0,0.5277356970185334,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2748014129125228,100.0,30.0,214.58160908153278,3.1521223445549786,275.9121059593482,91.83253701147764,120988.03987578556,1020.894131773523,240.44034032113493,39.90187420480929,3.2502346700458578,4930,0.0,40.0,-0.0466666666666667,0.0,77.0,127.0,1580.0,204.0,6.4002673094290525E7,2469.0,8.8383824E7,125350.5482041588,41726.62381852552
3.0,1.0,0.9005479452054794,0.4388243616952859,0.9005479452054794,1.0,0.45895641734731063,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.19696989347816377,100.0,100.0,226.9868066318539,3.4041664462556085,1696.3130998462311,384.6282853669683,112197.86947083418,3374.70509381873,773.5733098860642,39.92259069597715,3.254286680041487,4929,0.0,30.0,-0.03329373633536549,0.0,198.0,441.0,5042.0,639.0,5.935267295007128E7,7555.0,7.6372683E7,108220.94706994329,36150.85444234405
3.0,1.0,0.9005479452054794,0.4468698749671281,0.9005479452054794,1.0,0.47127734346984146,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.2564770146990504,100.0,90.0,208.89791063153623,3.071444133981255,1229.8119348645585,337.07383009078245,111754.50606219292,2931.4261099554665,792.8494634438017,39.73737868142893,3.221686217809197,4928,0.0,30.0,-0.04808376963350757,0.0,177.0,396.0,4461.0,573.0,5.911813370690007E7,6868.0,7.7973723E7,110526.78449905482,36871.55765595463
3.0,1.0,0.7005479452054795,0.4220311267302589,0.9005479452054794,1.0,0.4637619833130125,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.17679578590555253,80.0,90.0,203.12492174741,2.9469731723740713,2444.067557671821,695.516937334653,88752.55417165847,8908.587129744748,2191.629818783474,39.88242333275413,3.2471270077172427,4896,50.0,50.0,-0.05367879288320948,283.0,290.0,0.0,12443.0,573.0,4.6950101156807296E7,18641.0,6.0793504E7,88103.92627599243,26817.631379962193
3.0,1.0,0.9005479452054794,0.4525506536798792,0.9005479452054794,1.0,0.49482785561748005,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.1501253359941379,80.0,40.0,212.06992621623277,3.1123369699786316,1002.929963599756,315.15300629809747,109782.68995802524,3399.43792287751,910.946375557205,39.804982541720356,3.240802025364834,4891,50.0,50.0,-0.05239283073557404,131.0,132.0,0.0,5673.0,263.0,5.80750429877953E7,8465.0,6.9711287E7,100723.53119092628,31055.8393194707
3.0,1.0,0.9005479452054794,0.441918653813631,0.9005479452054794,1.0,0.4673811939793675,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.14300562352676371,80.0,50.0,206.62763505759688,3.0961700226668754,1530.5978927644344,508.68119326973294,105885.11503129572,4686.85483316197,1334.7938166585052,39.89986289729534,3.250773710665011,4892,50.0,50.0,-0.04601918466269698,170.0,154.0,0.0,7230.0,324.0,5.601322585155547E7,10990.0,6.6440524E7,96336.87334593573,29259.58034026465
3.0,1.0,0.9005479452054794,0.4338044994456168,0.9005479452054794,1.0,0.4766350727851497,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.20376462652913357,80.0,60.0,207.15185925273963,3.1451238447809935,1759.7242657059971,440.344817600094,102438.5843595118,4788.992644275272,1293.7967461314663,39.61737548375796,3.2115775501210666,4893,50.0,50.0,-0.037561275921160764,178.0,205.0,0.0,7965.0,383.0,5.419001112618174E7,12172.0,6.5291354E7,94530.7561436673,28893.353497164462
3.0,1.0,0.7005479452054795,0.4287757233245285,0.9005479452054794,1.0,0.47532526567971006,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.1713597320114123,80.0,70.0,214.69864229850728,3.166195677364383,2276.421249775466,526.4222311692673,99153.58637762751,7082.824953288765,1677.8775518833547,39.81053718814775,3.2403168953565546,4894,50.0,50.0,-0.04877389370310858,215.0,231.0,0.0,9604.0,446.0,5.245224719376498E7,14413.0,6.429069E7,93093.59168241966,28438.90359168242
3.0,1.0,0.9005479452054794,0.46807110411674235,0.9005479452054794,1.0,0.489105475875389,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.23267821020926016,100.0,60.0,194.48111872171543,2.6989367939768285,738.8314479445821,150.8779885584755,117849.82905610371,1792.9203969607904,399.6715743017486,39.869490422556865,3.2448091545898783,4901,0.0,0.0,-0.060535862365392434,0.0,0.0,383.0,2653.0,383.0,6.234255957067882E7,3721.0,8.3567699E7,118292.54064272212,39680.425330812854
3.0,1.0,0.9005479452054794,0.49442076779976324,0.9005479452054794,1.0,0.5170640960595299,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.26141975308642035,100.0,50.0,189.8845851814129,2.627512935584882,483.1426695446076,124.73422001747916,118291.45036778631,1797.0497262098559,332.1365303237403,39.88069973339286,3.2474884618122535,4900,0.0,0.0,-0.05980246913580235,0.0,0.0,324.0,2317.0,324.0,6.2576177244558915E7,3147.0,8.4814744E7,120114.2551984877,40216.07372400756
3.0,1.0,0.9005479452054794,0.47584040835460184,0.9005479452054794,1.0,0.48349393197562374,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.24220532319391677,100.0,40.0,218.03927775260036,3.214386268097753,406.55480029367294,103.81291997955368,120463.59605709289,1099.7228126623575,220.34161662101926,39.73032831724106,3.2263578059197213,4899,0.0,0.0,-0.048121673003802316,0.0,0.0,263.0,1830.0,263.0,6.372524231420219E7,2423.0,8.7650971E7,124116.75047258979,41575.06616257089
3.0,1.0,0.9005479452054794,0.532723609991942,0.9005479452054794,1.0,0.5517593338705346,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.16813725490196074,100.0,30.0,200.65885157798547,2.866484934146777,236.3123365674289,69.95614487692997,121387.32455471792,876.9863943977392,205.228524380104,39.53270814353803,3.1872947701364027,4898,0.0,0.0,-0.03642423160294304,0.0,0.0,204.0,1421.0,204.0,6.421389468944578E7,1843.0,8.9561956E7,126845.5482041588,42458.71644612477
3.0,1.0,0.7005479452054795,0.4188012090809698,0.9005479452054794,1.0,0.4629686796578558,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.19372158745603216,80.0,100.0,210.2649803343032,3.087508173958821,3082.0193309453093,764.1488528265274,87471.46734584504,9268.008478732907,2299.7137444200157,39.886340138910114,3.2474368151404116,4897,50.0,50.0,-0.05472652366490995,302.0,337.0,0.0,13188.0,639.0,4.6272406225952044E7,20146.0,5.8490161E7,84903.03402646503,25664.37807183365
3.0,1.0,0.8005479452054794,0.42531037181996084,0.9005479452054794,1.0,0.45741630789302024,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.1559384826518868,80.0,80.0,201.88156748895946,3.0123022382491507,2602.408667214743,593.499640260279,90301.44719339561,8484.881891381812,2263.163394091612,39.78634607666789,3.2341989112926877,4895,50.0,50.0,-0.05069924611494993,284.0,241.0,0.0,12047.0,525.0,4.776946556530628E7,18245.0,6.1333041E7,88878.62192816635,27062.854442344047
3.0,1.0,0.9005479452054794,0.4570384866275277,0.9005479452054794,1.0,0.4667026744944553,0.6005479452054795,40.0,100.0,55.0,20.0,3.0,6000.0,-0.25149678794789926,100.0,80.0,200.60082311576616,2.8611319337260017,1101.9133651508193,346.24662065177733,112431.39348631458,2755.410848615993,693.4571317553609,39.87570393132967,3.2461546463580007,4935,0.0,40.0,-0.05311999999999969,0.0,194.0,331.0,4192.0,525.0,5.9476207154260404E7,6442.0,7.897197E7,111971.91304347826,37313.47448015123
