evolution$generation,evolution$evaluated,goodShepherdPercentage,proportionBigHerders,proportionMediumHerders,interfaceNumberOfCampI,objective$MSTCattleNEC,objective$MSTTrees,evolution$samples,evolution$generated,meanFruitsConsumedSheep,sumMediumHerder,meanLeavesConsumedCattle,MSTCattleNEC,MSTSeeno,meanSheepsNEC,meanCattlesLiveWeight,totalTreesYoung,totalFoyers,meanLeavesConsumedSheep,meanFruitsConsumedCattle,MSTCaangol,meanGrass,sumLargeHerder,MSTSheepNEC,sumSmallHerder,MSTBaldiol,meanCattlesNEC,totalCattles,totalTreesOldes,totalSheeps,meanSheepsLiveWeight,MSTTrees,totalGrass,sheepsWeightGain,totalTrees,MSTSangre,cattlesWeightGain
80,80,84.60050813523989,3.8290105746434557,35.45713607064833,65.15260158669531,-0.4667476911456724,-0.6005479452054795,1,7,"[246.28999836899246]","[139.0]","[2289.1910912630474]","[0.4667476911456724]","[1.0]","[3.2528522441610024]","[214.77136029846]","[32865.846880907375]","[399.0]","[585.2765352499184]","[997.0077645169531]","[0.9005479452054794]","[115365.90007636197]","[14.0]","[0.49095203762831735]","[246.0]","[1.0]","[3.1433831364535436]","[3471.0]","[105447.55198487712]","[5375.0]","[39.92063057614478]","[0.6005479452054795]","[6.102856114039546E7]","[-0.045975887842428204]","[7.3167788E7]","[0.9005479452054794]","[-0.19683398241630395]"
